번호,업체명,차종,차명,형식,사용연료,인증구분,"배출가스
인증번호","배출가스
인증일","1회충전주행거리(km)
상온 도심","1회충전주행거리(km)
상온 고속","1회충전주행거리(km)
상온 복합","1회충전주행거리(km)
저온 도심","1회충전주행거리(km)
저온 고속","1회충전주행거리(km)
저온 복합"
531,기아(주),화물(중형),봉고 전기차,PU-EV-G7A-2WD,전기(EV),신규인증,SMY-KM-21-10,2025-03-11,267,193,233,190,189,189
532,기아(주),승용(소형),EV4 기본형 2WD 19인치,CT1-EV-G7A-ST2W-19,전기(EV),신규인증,SMY-KM-21-8,2025-03-11,385,334,362,272,314,291
533,기아(주),승용(소형),EV4 기본형 2WD 17인치,CT1-EV-G7A-ST2W-17,전기(EV),신규인증,SMY-KM-21-8,2025-03-11,417,358,391,282,334,305
534,기아(주),승용(소형),EV4 항속형 2WD 19인치 GT-Line,CT1-EV-G7A-EX2W-19-GTL,전기(EV),신규인증,SMY-KM-21-9,2025-03-11,545,464,509,397,451,421
535,기아(주),승용(소형),EV4 항속형 2WD 19인치,CT1-EV-G7A-EX2W-19,전기(EV),신규인증,SMY-KM-21-9,2025-03-11,551,469,514,385,440,410
536,기아(주),승용(소형),EV4 항속형 2WD 17인치,CT1-EV-G7A-EX2W-17,전기(EV),신규인증,SMY-KM-21-9,2025-03-11,584,507,549,408,479,440
760,BMW Korea,승용(소형),MINI Cooper SE,21GC,전기(EV),신규인증,SMY-BK-21-5,2025-03-15,345,288,320,226,259,241
537,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-24E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
538,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-24E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
539,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-24E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
540,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-24E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
541,현대자동차(주),승용(대형),카운티 일렉트릭,ECS221-25E6P-TB,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
542,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-25E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
543,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-25E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
544,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-25E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
545,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-25E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
546,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-23E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
547,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-23E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
548,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-23E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
549,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-23E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
550,현대자동차(주),승용(대형),카운티 일렉트릭,ECS221-23E6P-TB,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
551,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-22E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
552,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-22E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
553,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-22E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
554,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-22E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
555,현대자동차(주),승용(대형),카운티 일렉트릭,ECS221-24E6P-TB,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
556,(주)대동모빌리티,이륜,지에스100라이트 플러그인,GS700,전기(EV),변경인증,RMY-DM-21-18,2025-03-17,60.6,,,43.2,,
557,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2017-24E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
558,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2313-24E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
559,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2313-22E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
560,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2313-24E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
561,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2313-23E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
562,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2017-23E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
563,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2017-22E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
564,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2017-24E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
759,블루샤크코리아(주),이륜,R1K,R1 K,전기(EV),신규인증,SMY-BS-21-1,2025-03-19,57.6,,,45,,
758,(주)볼보자동차코리아,승용(소형),볼보 EX40 Single Motor ER,XZEH,전기(EV),변경인증,SMY-PA-21-1,2025-03-20,,,,,,
757,(주)모노모빌리티,이륜,엠오-쓰리,MO-3(RS),전기(EV),신규인증,SMY-MO-21-1,2025-03-25,72.3,,,57.2,,
565,케이지모빌리티(주),화물(중형),토레스 EVX 밴 20인치,U2MLI2HV20,전기(EV),신규인증,SMY-SY-21-11,2025-03-31,448,387,421,336,378,355
566,케이지모빌리티(주),화물(중형),MUSSO EV AWD 17인치,O5MLIAH17,전기(EV),신규인증,SMY-SY-21-12,2025-04-01,365,313,342,292,304,297
755,BMW Korea,승용(소형),BMW i5 xDrive40,31HG,전기(EV),신규인증,SMY-BK-21-6,2025-04-02,450,439,445,296,402,344
756,BMW Korea,승용(소형),BMW i5 eDrive40,61HG,전기(EV),신규인증,SMY-BK-21-7,2025-04-02,513,478,497,310,413,356
567,현대자동차(주),승용(소형),아이오닉5 N,NEN-EV-G7A-ST4,전기(EV),변경인증,PMY-HD-21-22,2025-04-02,,,,,,
568,현대자동차(주),승용(소형),아이오닉5 N-line RWD,NEPE-EV-G7A-LR2W-NL,전기(EV),변경인증,RMY-HD-21-10,2025-04-02,,,,,,
569,현대자동차(주),승용(소형),아이오닉5 N-line AWD,NEPE-EV-G7A-LR4W-NL,전기(EV),변경인증,RMY-HD-21-11,2025-04-02,,,,,,
570,현대자동차(주),승용(소형),아이오닉5 기본형 RWD 개조차,NEPE-EV-G7A-ST2W,전기(EV),변경인증,RMY-HD-21-20,2025-04-02,,,,,,
571,현대자동차(주),승용(소형),아이오닉5 항속형 RWD 개조차,NEPE-EV-G7A-LR2W,전기(EV),변경인증,RMY-HD-21-3,2025-04-02,,,,,,
572,현대자동차(주),화물(중형),ST1 기본형 카고 냉동 17인치,A01-EV2-G7A-ST2-RTSS-17,전기(EV),변경인증,RMY-HD-21-7,2025-04-02,,,,,,
573,현대자동차(주),화물(중형),ST1 기본형 카고 17인치,A01-EV2-G7A-ST2-DVSS-17,전기(EV),변경인증,RMY-HD-21-7,2025-04-02,,,,,,
574,현대자동차(주),화물(중형),ST1 기본형 하이탑 17인치,A01-EV2-G7A-ST2-HDVSS-17,전기(EV),변경인증,RMY-HD-21-7,2025-04-02,,,,,,
575,현대자동차(주),승용(소형),아이오닉5 항속형 AWD 개조차 20인치,NEPE-EV-G7A-LR4W-20,전기(EV),변경인증,RMY-HD-21-9,2025-04-02,,,,,,
576,현대자동차(주),승용(소형),아이오닉5 항속형 AWD 개조차 19인치,NEPE-EV-G7A-LR4W-19,전기(EV),변경인증,RMY-HD-21-9,2025-04-02,,,,,,
750,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQS 450 4MATIC SUV,296624,전기(EV),변경인증,RMY-MK-21-13,2025-04-03,,,,,,
751,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQS 450 4MATIC SUV,296624,전기(EV),변경인증,RMY-MK-21-13,2025-04-03,,,,,,
752,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQE 350 4MATIC SUV,294612,전기(EV),변경인증,RMY-MK-21-16,2025-04-03,,,,,,
753,메르세데스벤츠코리아(주),승용(소형),Mercedes-Maybach EQS 680 SUV,296955,전기(EV),변경인증,RMY-MK-21-17,2025-04-03,,,,,,
754,메르세데스벤츠코리아(주),승용(소형),Mercedes-Maybach EQS 680 SUV,296955,전기(EV),변경인증,RMY-MK-21-17,2025-04-03,,,,,,
741,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz G 580 with EQ Technology,465600,전기(EV),변경인증,RMY-MK-21-19,2025-04-08,,,,,,
742,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQE 500 4MATIC SUV,294622,전기(EV),변경인증,RMY-MK-21-34,2025-04-08,,,,,,
743,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQA 250,243701,전기(EV),변경인증,RMY-MK-21-6,2025-04-08,,,,,,
744,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQB 300 4MATIC,243608,전기(EV),변경인증,RMY-MK-21-7,2025-04-08,,,,,,
745,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQB 300 4MATIC,243608,전기(EV),변경인증,RMY-MK-21-7,2025-04-08,,,,,,
746,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQS 580 4MATIC SUV,296644,전기(EV),변경인증,SMY-MK-21-1,2025-04-08,,,,,,
747,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQS 580 4MATIC SUV,296644,전기(EV),변경인증,SMY-MK-21-1,2025-04-08,,,,,,
748,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQE 350 +,295121,전기(EV),변경인증,SMY-MK-21-2,2025-04-08,,,,,,
749,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQS 350,297121,전기(EV),변경인증,SMY-MK-21-3,2025-04-08,,,,,,
577,현대자동차(주),승용(소형),아이오닉6 기본형 RWD 18인치,CE1-EV-G7A-ST2-18D,전기(EV),변경인증,NMY-HD-21-30,2025-04-08,,,,,,
578,현대자동차(주),승용(소형),아이오닉6 항속형 AWD 20인치,CE1-EV-G7A-EX4-20D,전기(EV),변경인증,NMY-HD-21-36,2025-04-08,,,,,,
579,현대자동차(주),승용(소형),아이오닉6 항속형 AWD 18인치,CE1-EV-G7A-EX4-18D,전기(EV),변경인증,NMY-HD-21-36,2025-04-08,,,,,,
580,현대자동차(주),승용(소형),아이오닉6 항속형 RWD 20인치,CE1-EV-G7A-EX2-20D,전기(EV),변경인증,NMY-HD-21-37,2025-04-08,,,,,,
581,현대자동차(주),승용(소형),아이오닉6 항속형 RWD 18인치,CE1-EV-G7A-EX2-18D,전기(EV),변경인증,NMY-HD-21-37,2025-04-08,,,,,,
582,기아(주),승용(소형),니로 EV 17인치,SG2-EV-G7A-17,전기(EV),변경인증,NMY-KM-21-17,2025-04-08,,,,,,
583,기아(주),승용(소형),EV6 항속형 2WD 개조차 19인치,CVPE-EV-G7A-EX2-19D,전기(EV),변경인증,RMY-KM-21-12,2025-04-08,,,,,,
584,기아(주),승용(소형),EV6 항속형 2WD 개조차 20인치,CVPE-EV-G7A-EX2-20D,전기(EV),변경인증,RMY-KM-21-12,2025-04-08,,,,,,
585,기아(주),승용(소형),EV6 항속형 4WD 개조차 20인치,CVPE-EV-G7A-EX4-20D,전기(EV),변경인증,RMY-KM-21-13,2025-04-08,,,,,,
586,기아(주),승용(소형),EV6 항속형 4WD 개조차 19인치,CVPE-EV-G7A-EX4-19D,전기(EV),변경인증,RMY-KM-21-13,2025-04-08,,,,,,
587,기아(주),승용(소형),EV3 항속형 2WD 19인치,SV-EV-G7A-EX2W-19D,전기(EV),변경인증,RMY-KM-21-16,2025-04-08,,,,,,
588,기아(주),승용(소형),EV3 항속형 2WD 17인치,SV-EV-G7A-EX2W-17D,전기(EV),변경인증,RMY-KM-21-16,2025-04-08,,,,,,
589,기아(주),승용(소형),EV3 기본형 2WD,SV-EV-G7A-ST2W,전기(EV),변경인증,RMY-KM-21-17,2025-04-08,,,,,,
590,기아(주),승용(소형),EV6 GT 개조차,CVPE-EV-G7A-GT,전기(EV),변경인증,RMY-KM-21-27,2025-04-08,,,,,,
591,기아(주),승용(소형),EV6 기본형 2WD 개조차 19인치,CVPE-EV-G7A-ST2-19D,전기(EV),변경인증,RMY-KM-21-28,2025-04-08,,,,,,
592,기아(주),승용(소형),EV4 기본형 2WD 19인치,CT1-EV-G7A-ST2W-19,전기(EV),변경인증,SMY-KM-21-8,2025-04-08,,,,,,
593,기아(주),승용(소형),EV4 기본형 2WD 17인치,CT1-EV-G7A-ST2W-17,전기(EV),변경인증,SMY-KM-21-8,2025-04-08,,,,,,
594,기아(주),승용(소형),EV4 항속형 2WD 19인치,CT1-EV-G7A-EX2W-19,전기(EV),변경인증,SMY-KM-21-9,2025-04-08,,,,,,
595,기아(주),승용(소형),EV4 항속형 2WD 19인치 GT-Line,CT1-EV-G7A-EX2W-19-GTL,전기(EV),변경인증,SMY-KM-21-9,2025-04-08,,,,,,
596,기아(주),승용(소형),EV4 항속형 2WD 17인치,CT1-EV-G7A-EX2W-17,전기(EV),변경인증,SMY-KM-21-9,2025-04-08,,,,,,
731,폭스바겐그룹코리아(주),승용(소형),Q4 45 e-tron,FZ,전기(EV),변경인증,PMY-AD-21-20,2025-04-09,,,,,,
732,폭스바겐그룹코리아(주),승용(소형),Q4 Sportback 45 e-tron,FZ,전기(EV),변경인증,PMY-AD-21-20,2025-04-09,,,,,,
733,폭스바겐그룹코리아(주),승용(소형),Q4 Sportback 45 e-tron,FZ,전기(EV),변경인증,PMY-AD-21-20,2025-04-09,,,,,,
734,폭스바겐그룹코리아(주),승용(소형),Q4 45 e-tron,FZ,전기(EV),변경인증,PMY-AD-21-20,2025-04-09,,,,,,
735,폭스바겐그룹코리아(주),승용(소형),Q6 e-tron,GF,전기(EV),변경인증,RMY-AD-21-10,2025-04-09,,,,,,
736,폭스바겐그룹코리아(주),승용(소형),Q6 e-tron,GF,전기(EV),변경인증,RMY-AD-21-10,2025-04-09,,,,,,
737,폭스바겐그룹코리아(주),승용(소형),Q6 e-tron performance,GF,전기(EV),변경인증,RMY-AD-21-14,2025-04-09,,,,,,
738,폭스바겐그룹코리아(주),승용(소형),Q6 e-tron performance,GF,전기(EV),변경인증,RMY-AD-21-14,2025-04-09,,,,,,
739,폭스바겐그룹코리아(주),승용(소형),Q6 e-tron performance range,GF,전기(EV),변경인증,RMY-AD-21-26,2025-04-09,,,,,,
740,폭스바겐그룹코리아(주),승용(소형),Q6 e-tron quattro,GF,전기(EV),변경인증,RMY-AD-21-8,2025-04-09,,,,,,
597,현대자동차(주),승용(소형),코나 일렉트릭(항속형) 19인치,SX2-EV-G7A-EX2-19,전기(EV),변경인증,PMY-HD-21-11,2025-04-09,,,,,,
598,현대자동차(주),승용(소형),코나 일렉트릭(항속형) 17인치,SX2-EV-G7A-EX2-17,전기(EV),변경인증,PMY-HD-21-11,2025-04-09,,,,,,
599,현대자동차(주),승용(소형),코나 일렉트릭(N-Line) 19인치,SX2-EV-G7A-EX2-NL-19,전기(EV),변경인증,PMY-HD-21-11,2025-04-09,,,,,,
600,현대자동차(주),승용(소형),코나 일렉트릭(기본형),SX2-EV-G7A-ST2-17,전기(EV),변경인증,PMY-HD-21-12,2025-04-09,,,,,,
601,현대자동차(주),승용(소형),GV70 Electrified 19인치,JK1FL-EV-G7A-19,전기(EV),변경인증,RMY-HD-21-28,2025-04-09,,,,,,
602,현대자동차(주),승용(소형),GV70 Electrified 20인치,JK1FL-EV-G7A-20,전기(EV),변경인증,RMY-HD-21-28,2025-04-09,,,,,,
603,현대자동차(주),승용(소형),아이오닉9 성능형 AWD 19인치 6인,ME1-EV6-G7A-PF4W-19,전기(EV),변경인증,RMY-HD-21-40,2025-04-09,,,,,,
604,현대자동차(주),승용(소형),아이오닉9 성능형 AWD 19인치 7인,ME1-EV7-G7A-PF4W-19,전기(EV),변경인증,RMY-HD-21-40,2025-04-09,,,,,,
605,현대자동차(주),승용(소형),아이오닉9 성능형 AWD 21인치 7인,ME1-EV7-G7A-PF4W-21,전기(EV),변경인증,RMY-HD-21-40,2025-04-09,,,,,,
606,현대자동차(주),승용(소형),아이오닉9 성능형 AWD 21인치 6인,ME1-EV6-G7A-PF4W-21,전기(EV),변경인증,RMY-HD-21-40,2025-04-09,,,,,,
607,현대자동차(주),승용(소형),아이오닉9 항속형 AWD 19인치 7인,ME1-EV7-G7A-LR4W-19,전기(EV),변경인증,RMY-HD-21-41,2025-04-09,,,,,,
608,현대자동차(주),승용(소형),아이오닉9 항속형 AWD 19인치 6인,ME1-EV6-G7A-LR4W-19,전기(EV),변경인증,RMY-HD-21-41,2025-04-09,,,,,,
609,현대자동차(주),승용(소형),아이오닉9 항속형 AWD 21인치 7인,ME1-EV7-G7A-LR4W-21,전기(EV),변경인증,RMY-HD-21-41,2025-04-09,,,,,,
610,현대자동차(주),승용(소형),아이오닉9 항속형 AWD 21인치 6인,ME1-EV6-G7A-LR4W-21,전기(EV),변경인증,RMY-HD-21-41,2025-04-09,,,,,,
611,현대자동차(주),승용(소형),아이오닉9 항속형 RWD 21인치 7인,ME1-EV7-G7A-LR2W-21,전기(EV),변경인증,RMY-HD-21-42,2025-04-09,,,,,,
612,현대자동차(주),승용(소형),아이오닉9 항속형 RWD 21인치 6인,ME1-EV6-G7A-LR2W-21,전기(EV),변경인증,RMY-HD-21-42,2025-04-09,,,,,,
613,현대자동차(주),승용(소형),아이오닉9 항속형 RWD 19인치 7인,ME1-EV7-G7A-LR2W-19,전기(EV),변경인증,RMY-HD-21-42,2025-04-09,,,,,,
614,현대자동차(주),승용(소형),아이오닉9 항속형 RWD 19인치 6인,ME1-EV6-G7A-LR2W-19,전기(EV),변경인증,RMY-HD-21-42,2025-04-09,,,,,,
615,현대자동차(주),승용(소형),GV60 RWD 19인치,JWFL-EV-G7A-ST2-19,전기(EV),변경인증,SMY-HD-21-2,2025-04-09,,,,,,
616,현대자동차(주),승용(소형),GV60 성능형 4WD 21인치,JWFL-EV-G7A-PF4-21,전기(EV),변경인증,SMY-HD-21-3,2025-04-09,,,,,,
617,현대자동차(주),승용(소형),GV60 4WD 20인치,JWFL-EV-G7A-ST4-20,전기(EV),변경인증,SMY-HD-21-4,2025-04-09,,,,,,
618,현대자동차(주),승용(소형),GV60 4WD 19인치,JWFL-EV-G7A-ST4-19,전기(EV),변경인증,SMY-HD-21-4,2025-04-09,,,,,,
619,케이지모빌리티(주),화물(중형),토레스 EVX 밴 18인치,U2MLI2HV18,전기(EV),신규인증,SMY-SY-21-14,2025-04-11,461,392,430,335,377,354
726,폭스바겐그룹코리아(주),승용(소형),Q6 Sportback e-tron quattro,GF,전기(EV),변경인증,RMY-AD-21-22,2025-04-14,,,,,,
727,폭스바겐그룹코리아(주),승용(소형),Q6 Sportback e-tron performance,GF,전기(EV),변경인증,RMY-AD-21-24,2025-04-14,,,,,,
728,폭스바겐그룹코리아(주),승용(소형),Q6 Sportback e-tron performance,GF,전기(EV),변경인증,RMY-AD-21-24,2025-04-14,,,,,,
729,폭스바겐그룹코리아(주),승용(소형),Q6 Sportback e-tron,GF,전기(EV),변경인증,RMY-AD-21-25,2025-04-14,,,,,,
730,폭스바겐그룹코리아(주),승용(소형),Q6 Sportback e-tron,GF,전기(EV),변경인증,RMY-AD-21-25,2025-04-14,,,,,,
712,폴스타오토모티브코리아 유한회사,승용(소형),Polestar 2 Long Range Single Motor,VSFE,전기(EV),변경인증,PMY-PS-21-1,2025-04-15,,,,,,
713,폴스타오토모티브코리아 유한회사,승용(소형),Polestar 2 Long Range Single Motor,VSFE,전기(EV),변경인증,PMY-PS-21-1,2025-04-15,,,,,,
714,폴스타오토모티브코리아 유한회사,승용(소형),Polestar 2 Long Range Dual Motor,VSFD,전기(EV),변경인증,PMY-PS-21-2,2025-04-15,,,,,,
715,폴스타오토모티브코리아 유한회사,승용(소형),Polestar 2 Long Range Dual Motor,VSFD,전기(EV),변경인증,PMY-PS-21-2,2025-04-15,,,,,,
716,폴스타오토모티브코리아 유한회사,승용(소형),Polestar 2 Standard Range Single Motor,VSFC,전기(EV),변경인증,PMY-PS-21-3,2025-04-15,,,,,,
717,폴스타오토모티브코리아 유한회사,승용(소형),Polestar 2 Standard Range Single Motor,VSFC,전기(EV),변경인증,PMY-PS-21-3,2025-04-15,,,,,,
718,폭스바겐그룹코리아(주),승용(소형),SQ6 e-tron,GF,전기(EV),변경인증,RMY-AD-21-11,2025-04-15,,,,,,
719,폭스바겐그룹코리아(주),승용(소형),A6 e-tron performance,GH,전기(EV),변경인증,RMY-AD-21-12,2025-04-15,,,,,,
720,폭스바겐그룹코리아(주),승용(소형),S6 e-tron,GH,전기(EV),변경인증,RMY-AD-21-13,2025-04-15,,,,,,
721,폭스바겐그룹코리아(주),승용(소형),RS e-tron GT performance,FW,전기(EV),변경인증,RMY-AD-21-21,2025-04-15,,,,,,
722,폭스바겐그룹코리아(주),승용(소형),SQ6 Sportback e-tron,GF,전기(EV),변경인증,RMY-AD-21-23,2025-04-15,,,,,,
723,폭스바겐그룹코리아(주),승용(소형),S e-tron GT,FW,전기(EV),변경인증,RMY-AD-21-9,2025-04-15,,,,,,
724,폭스바겐그룹코리아(주),승용(소형),S e-tron GT,FW,전기(EV),변경인증,RMY-AD-21-9,2025-04-15,,,,,,
725,폭스바겐그룹코리아(주),승용(소형),S e-tron GT,FW,전기(EV),변경인증,RMY-AD-21-9,2025-04-15,,,,,,
702,포르쉐코리아(주),승용(소형),타이칸 크로스 투리스모 4S (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-10,2025-04-16,,,,,,
703,포르쉐코리아(주),승용(소형),타이칸 터보 GT 바이작 패키지,Y1A,전기(EV),변경인증,RMY-SG-21-11,2025-04-16,,,,,,
704,포르쉐코리아(주),승용(소형),타이칸 크로스 투리스모 터보(5인승),Y1A,전기(EV),변경인증,RMY-SG-21-13,2025-04-16,,,,,,
705,포르쉐코리아(주),승용(소형),타이칸 터보 GT,Y1A,전기(EV),변경인증,RMY-SG-21-21,2025-04-16,,,,,,
706,포르쉐코리아(주),승용(소형),타이칸 4 (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-23,2025-04-16,,,,,,
707,포르쉐코리아(주),승용(소형),"타이칸 4 (High, 5인승)",Y1A,전기(EV),변경인증,RMY-SG-21-24,2025-04-16,,,,,,
708,포르쉐코리아(주),승용(소형),타이칸 GTS (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-25,2025-04-16,,,,,,
709,포르쉐코리아(주),승용(소형),타이칸 크로스 투리스모 (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-9,2025-04-16,,,,,,
710,BMW Korea,승용(소형),BMW iX M70 xDrive,61CF,전기(EV),신규인증,SMY-BK-21-8,2025-04-16,434,465,448,364,468,411
711,폴스타오토모티브코리아 유한회사,승용(소형),Polestar 4 Long Range Dual Motor 20 21인치,ZPA01,전기(EV),신규인증,SMY-PS-21-1,2025-04-16,464,443,455,371,440,402
620,기아(주),경자동차,레이 EV,TAM-EV2-G7A-14V2,전기(EV),변경인증,PMY-KM-21-21,2025-04-16,239,177,211,172,181,176
621,기아(주),경자동차,레이 EV,TAM-EV1-G7A-14V1,전기(EV),변경인증,PMY-KM-21-21,2025-04-16,239,177,211,172,181,176
622,기아(주),경자동차,레이 EV,TAM-EV4-G7A-14WG,전기(EV),변경인증,PMY-KM-21-21,2025-04-16,239,177,211,172,181,176
689,포르쉐코리아(주),승용(소형),타이칸 터보 S (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-4,2025-04-17,,,,,,
690,포르쉐코리아(주),승용(소형),타이칸 터보 S,Y1A,전기(EV),변경인증,RMY-SG-21-4,2025-04-17,,,,,,
691,포르쉐코리아(주),승용(소형),타이칸 터보,Y1A,전기(EV),변경인증,RMY-SG-21-5,2025-04-17,,,,,,
692,포르쉐코리아(주),승용(소형),타이칸 터보 (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-5,2025-04-17,,,,,,
693,포르쉐코리아(주),승용(소형),타이칸,Y1A,전기(EV),변경인증,RMY-SG-21-6,2025-04-17,,,,,,
694,포르쉐코리아(주),승용(소형),타이칸 (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-6,2025-04-17,,,,,,
695,포르쉐코리아(주),승용(소형),"타이칸 (High, 5인승)",Y1A,전기(EV),변경인증,RMY-SG-21-7,2025-04-17,,,,,,
696,포르쉐코리아(주),승용(소형),타이칸 (High),Y1A,전기(EV),변경인증,RMY-SG-21-7,2025-04-17,,,,,,
697,포르쉐코리아(주),승용(소형),타이칸 4S (High),Y1A,전기(EV),변경인증,RMY-SG-21-8,2025-04-17,,,,,,
698,포르쉐코리아(주),승용(소형),"타이칸 4S (High, 5인승)",Y1A,전기(EV),변경인증,RMY-SG-21-8,2025-04-17,,,,,,
699,BMW Korea,승용(소형),MINI Cooper SE,21GC,전기(EV),변경인증,SMY-BK-21-5,2025-04-17,,,,,,
700,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQS 580 4MATIC SUV,296644,전기(EV),변경인증,SMY-MK-21-1,2025-04-17,,,,,,
701,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQS 580 4MATIC SUV,296644,전기(EV),변경인증,SMY-MK-21-1,2025-04-17,,,,,,
623,기아(주),승용(소형),EV9 4WD 19인치 6인,MV1-EV6-G7A-4W-19,전기(EV),변경인증,PMY-KM-21-13,2025-04-17,,,,,,
624,기아(주),승용(소형),EV9 4WD 19인치 7인,MV1-EV7-G7A-4W-19,전기(EV),변경인증,PMY-KM-21-13,2025-04-17,,,,,,
625,기아(주),승용(소형),EV9 4WD 21인치 6인,MV1-EV6-G7A-4W-21,전기(EV),변경인증,PMY-KM-21-13,2025-04-17,,,,,,
626,기아(주),승용(소형),EV9 4WD 21인치 7인,MV1-EV7-G7A-4W-21,전기(EV),변경인증,PMY-KM-21-13,2025-04-17,,,,,,
627,기아(주),승용(소형),EV9 2WD 20인치 7인,MV1-EV7-G7A-2W-20,전기(EV),변경인증,PMY-KM-21-14,2025-04-17,,,,,,
628,기아(주),승용(소형),EV9 2WD 20인치 6인,MV1-EV6-G7A-2W-20,전기(EV),변경인증,PMY-KM-21-14,2025-04-17,,,,,,
629,기아(주),승용(소형),EV9 2WD 19인치 7인,MV1-EV7-G7A-2W-19,전기(EV),변경인증,PMY-KM-21-14,2025-04-17,,,,,,
630,기아(주),승용(소형),EV9 2WD 19인치 6인,MV1-EV6-G7A-2W-19,전기(EV),변경인증,PMY-KM-21-14,2025-04-17,,,,,,
631,기아(주),승용(소형),EV9 GTL 4WD 21인치 7인,MV1-EV7-G7A-GTL4W-21,전기(EV),변경인증,PMY-KM-21-15,2025-04-17,,,,,,
