총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,접수대수,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
경북,안동시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","370
 (0)
 (0)
 (0)
 (370)",370,0,0,0,370,"342
 (6)
 (53)
 (47)
 (236)",342,6,53,47,236,28,134,"320
 (6)
 (49)
 (47)
 (218)",320,"50
 (0)
 (0)
 (0)
 (152)",★접수마감★
경북,구미시,,,,,,,,,,,,,,,,,,,,
경북,영주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","252
 (0)
 (0)
 (0)
 (252)",252,0,0,0,252,"196
 (2)
 (7)
 (31)
 (156)",196,2,7,31,156,56,96,"195
 (2)
 (7)
 (31)
 (155)",195,"57
 (0)
 (0)
 (0)
 (97)",
경북,영천시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","180
 (0)
 (0)
 (0)
 (180)",180,0,0,0,180,"183
 (5)
 (17)
 (20)
 (141)",183,5,17,20,141,0,39,"166
 (5)
 (15)
 (20)
 (126)",166,"14
 (0)
 (0)
 (0)
 (54)","*** 전기 승용 물량 마감되었습니다. 자격부여, 대상자 선정 불가(11.14) ***"
경북,상주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","125
 (22)
 (65)
 (22)
 (16)",125,22,65,22,16,"146
 (2)
 (4)
 (33)
 (107)",146,2,4,33,107,0,0,"133
 (2)
 (4)
 (32)
 (95)",133,"0
 (20)
 (61)
 (0)
 (0)",
경북,문경시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","103
 (11)
 (31)
 (10)
 (51)",103,11,31,10,51,"107
 (2)
 (6)
 (10)
 (89)",107,2,6,10,89,0,0,"104
 (2)
 (6)
 (10)
 (86)",104,"0
 (9)
 (25)
 (0)
 (0)","★ &apos;22.12.09. 10시30분 기준 대상자 선정 마감
★ &apos;22.12.07. 11시 기준 잔여대수 2대."
경북,경산시,,,,,,,,,,,,,,,,,,,,
경북,군위군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","53
 (6)
 (16)
 (6)
 (25)",53,6,16,6,25,"54
 (3)
 (4)
 (2)
 (45)",54,3,4,2,45,0,0,"48
 (3)
 (4)
 (2)
 (39)",48,"5
 (3)
 (12)
 (4)
 (0)","ㅇ 보급대수
   - 승용 : 53대(우선순위 6대, 별도배정 21대, 일반지원 25대정도)
ㅇ 신청대상
   - 구매 지원신청서 접수일 기준 연속하여 3개월 이상 군위군에 주소지를 둔 만 18세 이상
ㅇ 신청기간 
   - 승용 : 2022. 2. 15.∼ 예산 소진 시까지 
ㅇ 선정대상 
   - 승용 : 차량 출고·등록순"
경북,의성군,전기승용,"*일반: 접수순
*우선: 접수순","70
 (7)
 (0)
 (0)
 (63)",70,7,0,0,63,"65
 (1)
 (4)
 (1)
 (59)",65,1,4,1,59,5,4,"65
 (1)
 (4)
 (1)
 (59)",65,"5
 (6)
 (0)
 (0)
 (4)","**전기승용, 화물 마감**
- (신청조건) 신청일 기준 &apos;3개월 이상&apos; 의성군에 주소를 둔 자
- (배정물량) 승용 70대, 화물 61대   ※ 괄호: 배정물량 적용기간
  · 승용 90대 : 일반 35대, 우선순위(3/4분기) 7대, 법인기관(상반기) 21대, 택시(상반기) 7대
  · 화물 51대 : 일반 37대, 우선순위(3/4분기) 6대, 법인기관(상반기) 12대, 중소기업생산물량(8월) 6대
   ※기간 내 배정물량 미 집행 시 일반물량에 통합하여 지원
- (지원금액) 승용 1,300만원, 화물 2,000만원
   * 차량별 보조금 상이 
- 문의처 : 의성군 환경과(054-830-6193)"
경북,청송군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","53
 (8)
 (0)
 (0)
 (45)",53,8,0,0,45,"37
 (0)
 (3)
 (2)
 (32)",37,0,3,2,32,16,13,"37
 (0)
 (3)
 (2)
 (32)",37,"16
 (8)
 (0)
 (0)
 (13)","본공고 - 추경물량 반영이 된 최종 공고문입니다
추경 1차 -  신청서식(편집가능)입니다

대상 미선정 잔여물량(2022.12.12. 기준 : 전기승용 15대, 전기화물 0대)
출고예시일 확정 순으로(예시일 10일 이내시 대상 자격 확보) 대상자 선정 예정,

***증빙서류(예시일화면 등) 등록해주시거나 팩스(054-870-6188) 후 연락부탁드립니다.
      ㄴ 예시일화면 등록시 사이트 등록일시를 기준으로, 팩스 제출시 팩스 수신일시를 기준으로 확인합니다.
***보조금 지급일 정확히 기입 부탁드립니다, 확정일 시스템과 다른 경우 연락주셔야 합니다."
경북,영양군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","37
 (0)
 (0)
 (0)
 (37)",37,0,0,0,37,"22
 (0)
 (0)
 (1)
 (21)",22,0,0,1,21,15,16,"20
 (0)
 (0)
 (1)
 (19)",20,"17
 (0)
 (0)
 (0)
 (18)",
경북,영덕군,전기승용,"*일반: 접수순
*우선: 접수순","50
 (5)
 (15)
 (5)
 (25)",50,5,15,5,25,"43
 (0)
 (4)
 (2)
 (37)",43,0,4,2,37,7,0,"38
 (0)
 (4)
 (2)
 (32)",38,"12
 (5)
 (11)
 (3)
 (0)",
경북,청도군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","80
 (5)
 (0)
 (0)
 (75)",80,5,0,0,75,"74
 (3)
 (2)
 (1)
 (68)",74,3,2,1,68,6,7,"74
 (3)
 (2)
 (1)
 (68)",74,"6
 (2)
 (0)
 (0)
 (7)",
경북,고령군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","90
 (11)
 (0)
 (0)
 (79)",90,11,0,0,79,"84
 (2)
 (12)
 (0)
 (70)",84,2,12,0,70,6,9,"84
 (2)
 (12)
 (0)
 (70)",84,"6
 (9)
 (0)
 (0)
 (9)",
경북,성주군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","118
 (0)
 (0)
 (0)
 (118)",118,0,0,0,118,"112
 (1)
 (18)
 (0)
 (93)",112,1,18,0,93,6,25,"112
 (1)
 (18)
 (0)
 (93)",112,"6
 (0)
 (0)
 (0)
 (25)","1. 추가 보급대수 : 10대 정도 (일반 9대정도)  (우선순위 1대 정도)

  ※ 차종에 따른 보조금 차등지급에 따라 예산소진시 배정물량과 관계없이 마감
  ※ 상반기, 하반기 미소진 물량은 추가변경공고에 연속하여 보급 추진

2. 대상자 선정방법 : 출고등록순"
경북,칠곡군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","211
 (22)
 (64)
 (22)
 (103)",211,22,64,22,103,"199
 (3)
 (27)
 (15)
 (154)",199,3,27,15,154,12,0,"199
 (3)
 (27)
 (15)
 (154)",199,"12
 (19)
 (37)
 (7)
 (0)","※ 법인·기관 전기승용차의 경우 지방보조금 50% 지급(택시, 소상공인 제외)
※ 신청기간:  ~ 2022.12.16.(금) 18:00(물량소진시 조기마감)
     단, 12.22까지 출고 및 보조금 지급신청까지 완료할 것"
경북,예천군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","135
 (0)
 (0)
 (0)
 (135)",135,0,0,0,135,"107
 (0)
 (3)
 (3)
 (101)",107,0,3,3,101,28,34,"107
 (0)
 (3)
 (3)
 (101)",107,"28
 (0)
 (0)
 (0)
 (34)",
경북,봉화군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","87
 (0)
 (0)
 (0)
 (87)",87,0,0,0,87,"44
 (1)
 (1)
 (4)
 (38)",44,1,1,4,38,43,49,"40
 (1)
 (1)
 (2)
 (36)",40,"47
 (0)
 (0)
 (0)
 (51)","&quot; ★대상자 선정 과정은 ☆최소 4일 이상☆ 소요
(당일 처리 절/대/불/가)★ &quot;
&quot; 출고·등록 순으로 대상자 선정 &quot;
&quot; 2개월 이내에 출고 가능할 경우에만 신청 가능
(초과 시 출고지연취소)&quot;
&quot; 구매(차량 가격, 보조금 등) 관련 문의는 
차량 판매자에게 문의 바랍니다.&quot;"
경북,울진군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","54
 (0)
 (0)
 (0)
 (54)",54,0,0,0,54,"49
 (0)
 (3)
 (4)
 (42)",49,0,3,4,42,5,12,"49
 (0)
 (3)
 (4)
 (42)",49,"5
 (0)
 (0)
 (0)
 (12)",○ 승용 &amp; 화물 마감
경북,울릉군,전기승용,"*일반: 접수순
*우선: 접수순","98
 (10)
 (29)
 (2)
 (57)",98,10,29,2,57,"95
 (1)
 (1)
 (2)
 (91)",95,1,1,2,91,3,0,"87
 (1)
 (1)
 (2)
 (83)",87,"11
 (9)
 (28)
 (0)
 (0)",
경남,창원시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","1378
 (80)
 (442)
 (133)
 (723)",1378,80,442,133,723,"1577
 (83)
 (512)
 (167)
 (815)",1577,83,512,167,815,0,0,"1577
 (83)
 (512)
 (167)
 (815)",1577,"0
 (0)
 (0)
 (0)
 (0)","※ 창원시 전기자동차 추가 보급 사업(4차)
- 공고기간 : &apos;22. 10. 11.(화) ~ 12. 2.(금), 금년도 마지막 공고
- 접수기간 : &apos;22. 10. 13.(목) ~ 12. 2.(금) , 예산소진 시 사업 종료
- 보급대수 : 433대 (보조금 차등 지원에 따른 보급대수는 변경될 수 있음) 

* 판매 제조사는 신청서류를 한장의 PDF파일로 첨부해 주시길 바랍니다.
** 대상자 선정 이후 10일 이내에 차량 출고가 되야하며, 10일 이내 차량 미 출고시 향후 2023년 창원시 전기자동차 보급사업에 신청 접수 배제 할 것을 알려드립니다.
*** 보조금 지급 대상자 확정 받지 않고 차량 출고 후 보조금 지급 신청 시 보조금 지급 불가, 보조금 지급 불가로 인한 불이익은 창원시에서 책임지지 않습니다."
경남,진주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","1810
 (138)
 (502)
 (192)
 (978)",1810,138,502,192,978,"1651
 (15)
 (603)
 (170)
 (863)",1651,15,603,170,863,159,115,"1582
 (15)
 (548)
 (170)
 (849)",1582,"228
 (123)
 (0)
 (22)
 (129)","★2022년 전기자동차 보급사업 마감일자: 22. 12. 9.(금) 18:00★
※22년 12월 9일 마감일까지 보조금 지급 신청에 한해 보조금 지원 가능 
- 진주시 공고문(변경) 확인 필수
- 보조금 신청서 원본 제출 불필요"
경남,통영시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","228
 (23)
 (69)
 (23)
 (113)",228,23,69,23,113,"208
 (3)
 (5)
 (77)
 (123)",208,3,5,77,123,20,0,"190
 (3)
 (5)
 (73)
 (109)",190,"38
 (20)
 (64)
 (0)
 (4)","○ 신청기간 : 2022. 2. 15.(화) 10:00 ~ 예산 소진시 까지
○ 총사업량 : 335대(전기승용 230, 전기화물 105)
   - 전기승용(230대) : 일반115, 우선순위23, 법인·기관69, 택시23 (※ 추경3차물량은 전기승용만 증액됨)
   - 전기화물(105대) : 일반62, 우선순위11, 법인·기관21, 중소기업 생산물량11
○ 대상자선정 : 출고등록순

* 원본제출 불필요
* 환경부 보조금 교부시기에 따라 입금이 지연될 수 있음
* 별도배정물량(우선순위 등) 중 잔여물량은 일반물량과 통합진행
* 전기승용, 화물 물량 소진완료"
경남,사천시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","128
 (13)
 (33)
 (11)
 (71)",128,13,33,11,71,"143
 (6)
 (5)
 (7)
 (125)",143,6,5,7,125,0,0,"143
 (6)
 (5)
 (7)
 (125)",143,"0
 (7)
 (28)
 (4)
 (0)",
경남,김해시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","584
 (58)
 (0)
 (100)
 (426)",584,58,0,100,426,"617
 (63)
 (69)
 (100)
 (385)",617,63,69,100,385,0,41,"616
 (62)
 (69)
 (100)
 (385)",616,"0
 (0)
 (0)
 (0)
 (41)","- 전기차(승용) 전체 마감

주요변경사항
- 대기환경보전법 시행규칙 개정으로 신청서 변경, 변경된 신청서로 접수 하여야 함
- 의무운행기간 변경
   · 수출 목적으로 등록을 말소 하는 경우 : 5년
   · 그 밖의 경우 : 2년
- 출고기한이 만료된 기신청자는 지원신청서 재접수하여야 함
★ 전기차 보조금 지원대상자로 선정되었으나, 보조금 지급 청구기간 미도래로 보조금 미청구 시 출고물량으로 확인 안됨★
★★★★잔여 물량은 단순 참고용이며 실 잔여 물량이 아님★★★★"
경남,밀양시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","210
 (16)
 (42)
 (25)
 (127)",210,16,42,25,127,"217
 (1)
 (16)
 (40)
 (160)",217,1,16,40,160,0,0,"216
 (1)
 (16)
 (40)
 (159)",216,"0
 (15)
 (26)
 (0)
 (0)",승용 마감
경남,거제시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","485
 (43)
 (53)
 (18)
 (371)",485,43,53,18,371,"371
 (11)
 (8)
 (58)
 (294)",371,11,8,58,294,114,77,"371
 (11)
 (8)
 (58)
 (294)",371,"114
 (32)
 (45)
 (0)
 (77)",하반기 접수일시: 2022.7.1 10:00부터
경남,양산시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","647
 (51)
 (153)
 (51)
 (392)",647,51,153,51,392,"722
 (43)
 (92)
 (51)
 (536)",722,43,92,51,536,0,0,"722
 (43)
 (92)
 (51)
 (536)",722,"0
 (8)
 (61)
 (0)
 (0)","양산시 전기승용, 화물 마감되었습니다."
경남,의령군,전기승용,"*일반: 접수순
*우선: 접수순","70
 (6)
 (10)
 (4)
 (50)",70,6,10,4,50,"43
 (2)
 (0)
 (0)
 (41)",43,2,0,0,41,27,9,"43
 (2)
 (0)
 (0)
 (41)",43,"27
 (4)
 (10)
 (4)
 (9)","승용 70대(2월 공고 40대)
* 보급 대수는 여건 및 예산 범위 내에서 변동될 수 있음"
경남,함안군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","144
 (4)
 (80)
 (7)
 (53)",144,4,80,7,53,"144
 (4)
 (80)
 (7)
 (53)",144,4,80,7,53,0,0,"144
 (4)
 (80)
 (7)
 (53)",144,"0
 (0)
 (0)
 (0)
 (0)",
경남,창녕군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","106
 (16)
 (16)
 (6)
 (68)",106,16,16,6,68,"99
 (2)
 (11)
 (2)
 (84)",99,2,11,2,84,7,0,"99
 (2)
 (11)
 (2)
 (84)",99,"7
 (14)
 (5)
 (4)
 (0)",
경남,고성군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","84
 (9)
 (17)
 (9)
 (49)",84,9,17,9,49,"75
 (5)
 (2)
 (7)
 (61)",75,5,2,7,61,9,0,"75
 (5)
 (2)
 (7)
 (61)",75,"9
 (4)
 (15)
 (2)
 (0)","* 전기 승용 9.22자  84대 접수마감되었습니다. 
자격부여 대상자는 대상자 확정 전 과정이라 출고등록순으로 보조금 지원가능합니다."
경남,남해군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","85
 (7)
 (15)
 (8)
 (55)",85,7,15,8,55,"84
 (10)
 (3)
 (4)
 (67)",84,10,3,4,67,1,0,"76
 (10)
 (2)
 (4)
 (60)",76,"9
 (0)
 (13)
 (4)
 (0)","*전기승용차 물량 전량 소진되었습니다.
*대상자 선정까지 완료되었습니다."
경남,하동군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","70
 (5)
 (9)
 (10)
 (46)",70,5,9,10,46,"67
 (1)
 (6)
 (3)
 (57)",67,1,6,3,57,3,0,"65
 (1)
 (6)
 (3)
 (55)",65,"5
 (4)
 (3)
 (7)
 (0)",
경남,산청군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","77
 (7)
 (23)
 (7)
 (40)",77,7,23,7,40,"74
 (1)
 (2)
 (0)
 (71)",74,1,2,0,71,3,0,"74
 (1)
 (2)
 (0)
 (71)",74,"3
 (6)
 (21)
 (7)
 (0)",
경남,함양군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","60
 (6)
 (0)
 (0)
 (54)",60,6,0,0,54,"57
 (0)
 (1)
 (1)
 (55)",57,0,1,1,55,3,0,"57
 (0)
 (1)
 (1)
 (55)",57,"3
 (6)
 (0)
 (0)
 (0)",
경남,거창군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","93
 (10)
 (4)
 (3)
 (76)",93,10,4,3,76,"93
 (0)
 (6)
 (3)
 (84)",93,0,6,3,84,0,0,"88
 (0)
 (6)
 (3)
 (79)",88,"5
 (10)
 (0)
 (0)
 (0)","통합물량 공고 55대(일반 45대, 우선순위 10대)"
경남,합천군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","123
 (1)
 (2)
 (5)
 (115)",123,1,2,5,115,"119
 (4)
 (2)
 (7)
 (106)",119,4,2,7,106,4,9,"113
 (4)
 (2)
 (7)
 (100)",113,"10
 (0)
 (0)
 (0)
 (15)","2022년 전기자동차 민간보급사업 수정 공고 
- 총물량(변경) : 승용 119대, 화물 72대
- 잔여물량 : 승용 42대, 화물 24대(공고전후 접수 상황에 따라 잔여물량 변동 가능)
- 전기화물 지원대상 확인요청 : 2022. 10. 12.(수) 09시 이후 요청 순으로 대상자 선정(10.12 09:00이전 요청건 불인정)
- 차종별 지원금액 차이 및 추가지원 등으로 지원대수 변동 가능"
제주,제주특별자치도,전기승용,"*일반: 접수+출고순
*우선: 접수+출고순","4500
 (500)
 (2000)
 (500)
 (1500)",4500,500,2000,500,1500,"4955
 (15)
 (2192)
 (580)
 (2168)",4955,15,2192,580,2168,0,0,"4955
 (15)
 (2192)
 (580)
 (2168)",4955,"0
 (485)
 (0)
 (0)
 (0)","&lt; 2022년 하반기 전기자동차 민간보급사업 추가 보급 마감 &gt;

예산소진으로 11. 23. 18시부로 마감되었습니다."
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,`,,,,,,,,,,,,,,,,,
