총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,접수대수,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
전남,장성군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","68
 (5)
 (20)
 (7)
 (36)",68,5,20,7,36,"68
 (5)
 (6)
 (2)
 (55)",68,5,6,2,55,0,0,"68
 (5)
 (6)
 (2)
 (55)",68,"0
 (0)
 (14)
 (5)
 (0)",
전남,완도군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","64
 (5)
 (0)
 (5)
 (54)",64,5,0,5,54,"44
 (0)
 (5)
 (1)
 (38)",44,0,5,1,38,20,16,"42
 (0)
 (4)
 (1)
 (37)",42,"22
 (5)
 (0)
 (4)
 (17)","<추경 잔여 보조금 안내>
승용 25대
화물 3대~5대"
전남,진도군,전기승용,"*일반: 보조금 지원가능확인서 등록순
*우선: 보조금 지원가능확인서 등록순","53
 (6)
 (0)
 (3)
 (44)",53,6,0,3,44,"51
 (2)
 (0)
 (3)
 (46)",51,2,0,3,46,2,0,"49
 (2)
 (0)
 (3)
 (44)",49,"4
 (4)
 (0)
 (0)
 (0)","가. 사 업 량: 승용 14대, 화물 6대
    ※ 상기 배정된 물량은 2023년 전기자동차 보조금 업무처리 지침에 따라 변경 될 수 있음
   나. 접수기간: 2023.10.10. ~ 사업비 소진 시까지
   다. 추진방법: 차량 출고·등록 순(보조금 지원가능확인요청서 등록 순)
    ※ 사업 신청서 접수 순서와 관계없음
   라. 신청자격 등: 공고문 참조"
전남,신안군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","55
 (0)
 (0)
 (0)
 (55)",55,0,0,0,55,"55
 (1)
 (3)
 (3)
 (48)",55,1,3,3,48,0,7,"55
 (1)
 (3)
 (3)
 (48)",55,"0
 (0)
 (0)
 (0)
 (7)","★ 전기승용차,화물차,이륜차 물량 마감"
경북,포항시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","107
 (0)
 (0)
 (0)
 (107)",107,0,0,0,107,"711
 (67)
 (25)
 (109)
 (510)",711,67,25,109,510,0,0,"711
 (67)
 (25)
 (109)
 (510)",711,"0
 (0)
 (0)
 (0)
 (0)",2023년 전기차(승용)보급사업 추가 물량 마감
경북,경주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","261
 (34)
 (0)
 (43)
 (184)",261,34,0,43,184,"340
 (16)
 (24)
 (71)
 (229)",340,16,24,71,229,0,0,"325
 (14)
 (23)
 (69)
 (219)",325,"0
 (20)
 (0)
 (0)
 (0)",전기승용 모든 물량 마감되었습니다.
경북,김천시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","265
 (27)
 (0)
 (27)
 (211)",265,27,0,27,211,"243
 (5)
 (17)
 (26)
 (195)",243,5,17,26,195,22,16,"241
 (5)
 (16)
 (26)
 (194)",241,"24
 (22)
 (0)
 (1)
 (17)","2023년 김천시 전기자동차 보급사업
○접수기간 : 2023.02.17.(금) 09:00 ~
○선정기준 : 출고등록순
○선정대수: 총 265대
-상반기 : 일반 148대, 택시 27대, 우선순위 27대
-하반기 : 일반 63대
※세부사항 공고문 참조"
경북,안동시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","416
 (42)
 (19)
 (42)
 (313)",416,42,19,42,313,"280
 (7)
 (15)
 (45)
 (213)",280,7,15,45,213,136,100,"280
 (7)
 (15)
 (45)
 (213)",280,"136
 (35)
 (4)
 (0)
 (100)","1. 지원대수 : 공고문 참고
2. 신청기간
  - (상반기) 2023. 2. 17.(금) 09:00 ~ 물량소진 시까지
  - (하반기) 2023. 7. 5.(수) 09:00 ~ 예산 소진 시까지
3. 선정기준 : 차량등록순
4. 우선순위 및 추가지원금 등 상세내용은 공고문 참고

★ 전화문의가 많아 업무처리가 오히려 지연되는 경우가 많습니다.
  ▶▶ 단순 접수알림, 처리독촉 문의 자제 ◀◀
  ▶▶ 시스템 접수순으로 처리하오니, 전화로 급한 처리 요청 자제 ◀◀
 
★ 보조금 청구시 원본서류 제출 불필요 ★"
경북,구미시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","532
 (26)
 (0)
 (99)
 (407)",532,26,0,99,407,"580
 (15)
 (32)
 (104)
 (429)",580,15,32,104,429,0,0,"572
 (14)
 (32)
 (104)
 (422)",572,"0
 (12)
 (0)
 (0)
 (0)","<구미시 전기차(승용) 보급사업 추가 공고>
1. 신청기간 : 2023.11.27.(월) 09:00 ~ 12.8.(금) 18:00
※ 신청기간 이후 접수건만 인정
※ 예산 소진시 접수마감
2. 보금대수 : 62대(일반 48, 택시 14)
※ 차종별 보급물량 및 보조금 차등지원 등에 따라 보급대수 변동될 수 있음
※ 택시 잔여물량 발생시 23. 12. 4.(월) 09:00부터 일반물량과 통합하여 진행
3. 선정방법 : 출고등록순

★자격부여 후 지원가능확인 요청 단계에서 차량 배정 내역 등 출고예정증빙 자료 첨부 ★
★계약서에 출고예정일 필히 기재★
★지방세납세증명서 제출(지급신청 단계)★
★원본서류 구미시 환경정책과로 제출★"
경북,영주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","188
 (26)
 (0)
 (26)
 (136)",188,26,0,26,136,"131
 (2)
 (7)
 (13)
 (109)",131,2,7,13,109,57,27,"131
 (2)
 (7)
 (13)
 (109)",131,"57
 (24)
 (0)
 (13)
 (27)",
경북,영천시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","167
 (16)
 (0)
 (0)
 (151)",167,16,0,0,151,"150
 (1)
 (19)
 (19)
 (111)",150,1,19,19,111,17,40,"145
 (1)
 (19)
 (19)
 (106)",145,"22
 (15)
 (0)
 (0)
 (45)","* 2023년 하반기 전기자동차 보급사업 시행 공고문 게시(6.30)
* 접수기간 : 23. 7. 7. ~ 23. 12. 15.(하반기)
* 상반기 승용 물량 : 91대 정도
  ※2차물량의 경우 상반기 공고물량에 따른 2차 보급물량 및 잔여물량의 합으로 표기하였으나 잔여 예산에 따라 상기 대수보다 보급 물 
     량이 감소될 수 있음
* 구매신청서, 보조금 지급신청서 등 원본서류 일체 받지 않습니다
* 기타 세부사항 공고문 참고

* 2023년 하반기 전기자동차 보급사업 변경시행 공고문 게시(9.22)
  - 우선순위, 운송사업, 중소기업 물량을 그외 물량과 통합집행( 10.04.~통합물량 접수)
  - 기타 세부사항 공고문 참고"
경북,상주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","216
 (27)
 (0)
 (0)
 (189)",216,27,0,0,189,"180
 (1)
 (5)
 (16)
 (158)",180,1,5,16,158,36,31,"180
 (1)
 (5)
 (16)
 (158)",180,"36
 (26)
 (0)
 (0)
 (31)",
경북,문경시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","98
 (11)
 (0)
 (11)
 (76)",98,11,0,11,76,"82
 (4)
 (2)
 (4)
 (72)",82,4,2,4,72,16,4,"81
 (4)
 (2)
 (4)
 (71)",81,"17
 (7)
 (0)
 (7)
 (5)","- 보급기간 : 2023.09.15.~ 예산 소진 시까지
*2023.12.15.(금)까지 보조금 미청구 시 보조금 지급 불가
*별지2호서식 공고에 첨부된 서식으로 사용(구 서식 사용시 보완요청)
*반드시 신청대상자의 초본 첨부(등본 첨부시 보완요청)"
경북,경산시,전기승용,"*일반: 접수순
*우선: 접수순","347
 (0)
 (0)
 (0)
 (347)",347,0,0,0,347,"429
 (12)
 (25)
 (55)
 (337)",429,12,25,55,337,0,10,"429
 (12)
 (25)
 (55)
 (337)",429,"0
 (0)
 (0)
 (0)
 (10)","2023.12.11. 기준
○전기승용 추가예산 대상자 선정 완료됨.  (440번까지 선정)
 
* 공고문을 반드시 읽어 본 후 문의 전화하시기 바랍니다.
***지방세납세증명서(지방세완납증명서)는 필수 제출바랍니다.***"
경북,군위군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","76
 (8)
 (0)
 (8)
 (60)",76,8,0,8,60,"41
 (1)
 (2)
 (3)
 (35)",41,1,2,3,35,35,25,"41
 (1)
 (2)
 (3)
 (35)",41,"35
 (7)
 (0)
 (5)
 (25)","ㅇ 보급대수
   - 승용 : 76대(우선순위 8대, 택시 8대, 일반지원 60대정도)
ㅇ 신청대상
   - 구매 지원신청서 접수일 기준 연속하여 3개월 이상 군위군에 주소지를 둔 만 18세 이상
ㅇ 신청기간 
   - 승용 : 2023. 2. 17.∼ 예산 소진 시까지 
ㅇ 선정대상 
   - 승용 : 차량 출고·등록순"
경북,의성군,전기승용,"*일반: 접수순
*우선: 접수순","116
 (12)
 (0)
 (12)
 (92)",116,12,0,12,92,"68
 (1)
 (5)
 (0)
 (62)",68,1,5,0,62,48,30,"68
 (1)
 (5)
 (0)
 (62)",68,"48
 (11)
 (0)
 (12)
 (30)","- (신청조건) 신청일 기준 ‘3개월 이상’의 의성군에 주소를 둔자
 - (배정물량) 승용 116대, 화물 70대 ※ 괄호 : 배정물량 적용기간
  · 승용 116대 : 일반 92대, 우선순위(3/4분기) 12대, 택시(상반기) 12대
  · 화물 70대 : 일반 42대, 우선순위(3/4분기) 7대, 택배 등 운송사업(3/4분기) 14대, 중소기업생산물량(3/4분기) 7대
    ※ 기간 내 배정물량 미집행 시 일반물랴에 통합하여 지원
 - (지원금액) 승용 1,280만원, 화물 1,800만원
    ※ 차량별 보조금 상이
 - 문의처 : 의성군 환경축산과(054-830-6027)"
경북,청송군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","55
 (6)
 (0)
 (6)
 (43)",55,6,0,6,43,"32
 (0)
 (1)
 (1)
 (30)",32,0,1,1,30,23,13,"32
 (0)
 (1)
 (1)
 (30)",32,"23
 (6)
 (0)
 (5)
 (13)","본공고 -  청송군 공고(2023.2.15.) / 추경 1차 -  신청서식 / 신청기간 2023. 2. 20. ~ 12. 13.
출고등록 가능 10일 이내(예시일 10일 이내) 증빙 순서로 대상자 선정
***증빙서류(예시일화면 등) 등록필수(사이트 등록 순으로 선정)"
경북,영양군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","43
 (5)
 (0)
 (5)
 (33)",43,5,0,5,33,"13
 (1)
 (0)
 (0)
 (12)",13,1,0,0,12,30,21,"13
 (1)
 (0)
 (0)
 (12)",13,"30
 (4)
 (0)
 (5)
 (21)",
경북,영덕군,전기승용,"*일반: 출고등록순
*우선: 공고문 참조","48
 (0)
 (0)
 (0)
 (48)",48,0,0,0,48,"45
 (0)
 (2)
 (2)
 (41)",45,0,2,2,41,3,7,"44
 (0)
 (2)
 (2)
 (40)",44,"4
 (0)
 (0)
 (0)
 (8)",
경북,청도군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","98
 (0)
 (0)
 (0)
 (98)",98,0,0,0,98,"93
 (3)
 (5)
 (2)
 (83)",93,3,5,2,83,5,15,"92
 (3)
 (5)
 (2)
 (82)",92,"6
 (0)
 (0)
 (0)
 (16)",
경북,고령군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","75
 (7)
 (0)
 (7)
 (61)",75,7,0,7,61,"46
 (1)
 (4)
 (0)
 (41)",46,1,4,0,41,29,20,"46
 (1)
 (4)
 (0)
 (41)",46,"29
 (6)
 (0)
 (7)
 (20)",
경북,성주군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","104
 (11)
 (0)
 (0)
 (93)",104,11,0,0,93,"92
 (0)
 (14)
 (2)
 (76)",92,0,14,2,76,12,17,"92
 (0)
 (14)
 (2)
 (76)",92,"12
 (11)
 (0)
 (0)
 (17)",
경북,칠곡군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","215
 (22)
 (0)
 (22)
 (171)",215,22,0,22,171,"170
 (1)
 (23)
 (14)
 (132)",170,1,23,14,132,45,39,"170
 (1)
 (23)
 (14)
 (132)",170,"45
 (21)
 (0)
 (8)
 (39)","○ 2023년도 칠곡군 전기차 민간보급사업(승용 1차)
 - 보급대수: 승용 165대(우선 17대, 택시 22대 및 공공기간 조달 포함)
 - 신청기간:  2023. 02.16. 14:00 ~ 6. 30. 18:00(하반기에 잔여물량 포함에서 2차 보급 공고 예정)
 - 추가지원금: 
    택시 국비 200만원 추가지원,
    차상위이하 계층: 소형 이상 국비 10% 추가지원, 초소형  차상위이하 계층 국비 20% 추가지원 
  ※ 예산 차등지원에 따라 지급대수가 변경될 수 있으며, 자세한 내용은 공고문을 확인하시기 바랍니다.
   - 칠곡군청 환경관리과(054-979-6757)"
경북,예천군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","98
 (0)
 (0)
 (0)
 (98)",98,0,0,0,98,"97
 (0)
 (0)
 (8)
 (89)",97,0,0,8,89,1,9,"97
 (0)
 (0)
 (8)
 (89)",97,"1
 (0)
 (0)
 (0)
 (9)",
경북,봉화군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","50
 (5)
 (5)
 (5)
 (35)",50,5,5,5,35,"21
 (0)
 (3)
 (1)
 (17)",21,0,3,1,17,29,18,"20
 (0)
 (3)
 (1)
 (16)",20,"30
 (5)
 (2)
 (4)
 (19)","&quot; 상반기 신청 기간: 7.4~ &quot;
&quot; ★대상자 선정 과정은 ☆최소 4일 이상☆ 소요
(당일 처리 절/대/불/가)★ &quot;
&quot; ★독촉 ㄴㄴ 저도 급해요!!★ &quot;
&quot; 출고·등록 순으로 대상자 선정 &quot;
&quot; 2개월 이내에 출고 가능할 경우에만 신청 가능
(초과 시 출고지연취소)&quot;
&quot; 구매(차량 가격, 보조금 등) 관련 문의는 
차량 판매자에게 문의 바랍니다.&quot;"
경북,울진군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","84
 (10)
 (0)
 (3)
 (71)",84,10,0,3,71,"79
 (0)
 (8)
 (3)
 (68)",79,0,8,3,68,5,3,"79
 (0)
 (8)
 (3)
 (68)",79,"5
 (10)
 (0)
 (0)
 (3)",마감(화물만 가능)
경북,울릉군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","100
 (10)
 (0)
 (0)
 (90)",100,10,0,0,90,"90
 (4)
 (1)
 (0)
 (85)",90,4,1,0,85,10,5,"90
 (4)
 (1)
 (0)
 (85)",90,"10
 (6)
 (0)
 (0)
 (5)",
경남,창원시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","1168
 (68)
 (59)
 (208)
 (833)",1168,68,59,208,833,"1185
 (72)
 (51)
 (222)
 (840)",1185,72,51,222,840,0,0,"1185
 (72)
 (51)
 (222)
 (840)",1185,"0
 (0)
 (8)
 (0)
 (0)","※ 2023년 창원시 전기자동차 보급 사업 종료
 
=> 승용, 화물 전체 신청마감 (잔여대수 없습니다)

★신청가능 대수 없습니다★"
경남,진주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","510
 (70)
 (0)
 (100)
 (340)",510,70,0,100,340,"520
 (31)
 (14)
 (67)
 (408)",520,31,14,67,408,0,0,"520
 (31)
 (14)
 (67)
 (408)",520,"0
 (39)
 (0)
 (33)
 (0)",★2023년 진주시 전기자동차(승용) 마감★
경남,통영시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","136
 (20)
 (0)
 (20)
 (96)",136,20,0,20,96,"136
 (13)
 (3)
 (54)
 (66)",136,13,3,54,66,0,30,"136
 (13)
 (3)
 (54)
 (66)",136,"0
 (7)
 (0)
 (0)
 (30)","★★★★★ 승용물량 전체소진(마감됨) ★★★★★ 

* 변경4차 변경공고 게시: 2023. 9. 19.(화) (접수는 9/22(금) 09시부터) 
(시스템오류로 일정연기됨 기존 9/20일(수) -> 변경 9/22일(금))
→ 통영시청 홈페이지 뉴스미디어>알림마당>고시/공고 메뉴에서 확인가능
* 별도배정물량 미집행물량 통합: 2023. 10. 4.(수) 09시

○ 신청기간 : 2023. 2. 17.(금) 14:00 ~ 예산 소진시 까지
     ※ 변경4차 추가물량은 2023. 9. 22.(금) 09:00 이후 접수 건부터 인정
○ 총사업량 : 360대(전기승용 200, 전기화물 160)
   - 전기승용: 200대(일반160, 우선순위20, 택시20)
   - 전기화물: 160대(일반96, 우선순위16, 택배 물량32, 중소기업 생산물량16)
○ 대상자선정 : 출고등록순"
경남,사천시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","150
 (15)
 (0)
 (15)
 (120)",150,15,0,15,120,"127
 (4)
 (5)
 (25)
 (93)",127,4,5,25,93,23,27,"125
 (4)
 (5)
 (25)
 (91)",125,"25
 (11)
 (0)
 (0)
 (29)",▒▒▒ 2023년 전기자동차 보급사업 사업비 소진되었습니다 ▒▒▒
경남,김해시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","500
 (49)
 (0)
 (99)
 (352)",500,49,0,99,352,"558
 (51)
 (44)
 (75)
 (388)",558,51,44,75,388,0,0,"550
 (50)
 (44)
 (75)
 (381)",550,"0
 (0)
 (0)
 (24)
 (0)","★2023년 김해시 전기자동차(승용)보급사업 2차 공고
- 사업기간: 2023.07.13.(목) 09:00 ~ 2023.11.30.(목) 18:00
- 지원대수: 238대
※ 자세한 내용은 김해시 공고문 참조
※ 반드시 공고문 숙지 후 신청바랍니다. 통화량이 많아 통화가 어려울 수 있습니다.
★ 주의사항
1. 출고기한이 만료된 기신청자는 지원신청서 재접수하여야 함
2. 전기차 보조금 지원대상자로 선정되었으나, 보조금 지급 청구기간 미도래로 보조금 미청구시 출고물량으로 확인 안됨
3. 잔여물량은 단순 참고용이며 실 잔여물량이 아님"
경남,밀양시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","101
 (10)
 (0)
 (13)
 (78)",101,10,0,13,78,"104
 (8)
 (6)
 (19)
 (71)",104,8,6,19,71,0,7,"104
 (8)
 (6)
 (19)
 (71)",104,"0
 (2)
 (0)
 (0)
 (7)","일반: 76대, 우선지원:  10대, 택시: 10대, 총 96대
※ 사업 진행상황에 따라 변동될 수 있음"
경남,거제시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","250
 (0)
 (0)
 (0)
 (250)",250,0,0,0,250,"270
 (8)
 (6)
 (24)
 (232)",270,8,6,24,232,0,18,"264
 (8)
 (6)
 (24)
 (226)",264,"0
 (0)
 (0)
 (0)
 (24)",* 2023년 거제시 전기자동차(승용) 마감입니다. *
경남,양산시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","642
 (48)
 (0)
 (157)
 (437)",642,48,0,157,437,"517
 (22)
 (28)
 (37)
 (430)",517,22,28,37,430,125,7,"498
 (22)
 (25)
 (34)
 (417)",498,"144
 (26)
 (0)
 (123)
 (20)",하반기 2차 (승용) 마감입니다
경남,의령군,전기승용,"*일반: 접수순
*우선: 접수순","40
 (0)
 (0)
 (0)
 (40)",40,0,0,0,40,"39
 (2)
 (5)
 (0)
 (32)",39,2,5,0,32,1,8,"39
 (2)
 (5)
 (0)
 (32)",39,"1
 (0)
 (0)
 (0)
 (8)",승용70대
경남,함안군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","180
 (15)
 (0)
 (9)
 (156)",180,15,0,9,156,"136
 (3)
 (21)
 (9)
 (103)",136,3,21,9,103,44,53,"136
 (3)
 (21)
 (9)
 (103)",136,"44
 (12)
 (0)
 (0)
 (53)",
경남,창녕군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","77
 (10)
 (0)
 (10)
 (57)",77,10,0,10,57,"79
 (2)
 (9)
 (3)
 (65)",79,2,9,3,65,0,0,"77
 (2)
 (9)
 (3)
 (63)",77,"0
 (8)
 (0)
 (7)
 (0)",
경남,고성군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","100
 (10)
 (2)
 (10)
 (78)",100,10,2,10,78,"79
 (4)
 (8)
 (4)
 (63)",79,4,8,4,63,21,15,"79
 (4)
 (8)
 (4)
 (63)",79,"21
 (6)
 (0)
 (6)
 (15)",
경남,남해군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","93
 (10)
 (0)
 (10)
 (73)",93,10,0,10,73,"65
 (1)
 (6)
 (2)
 (56)",65,1,6,2,56,28,17,"64
 (1)
 (6)
 (2)
 (55)",64,"29
 (9)
 (0)
 (8)
 (18)",
경남,하동군,전기승용,"*일반: 접수순
*우선: 접수순","55
 (6)
 (1)
 (1)
 (47)",55,6,1,1,47,"55
 (5)
 (0)
 (1)
 (49)",55,5,0,1,49,0,0,"55
 (5)
 (0)
 (1)
 (49)",55,"0
 (1)
 (1)
 (0)
 (0)",
경남,산청군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","97
 (10)
 (0)
 (10)
 (77)",97,10,0,10,77,"63
 (2)
 (3)
 (4)
 (54)",63,2,3,4,54,34,23,"63
 (2)
 (3)
 (4)
 (54)",63,"34
 (8)
 (0)
 (6)
 (23)",
경남,함양군,전기승용,"*일반: 접수순
*우선: 출고등록순","65
 (64)
 (1)
 (0)
 (0)",65,64,1,0,0,"52
 (1)
 (6)
 (1)
 (44)",52,1,6,1,44,13,0,"52
 (1)
 (6)
 (1)
 (44)",52,"13
 (63)
 (0)
 (0)
 (0)",
경남,거창군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","113
 (11)
 (0)
 (11)
 (91)",113,11,0,11,91,"99
 (11)
 (2)
 (2)
 (84)",99,11,2,2,84,14,7,"99
 (11)
 (2)
 (2)
 (84)",99,"14
 (0)
 (0)
 (9)
 (7)","○ 2023년 전기자동차 보급사업(승용, 화물) 마감되었습니다.

○ 원본서류 우편발송 (경남 거창군 거창읍 중앙로 103, 거창군청 환경과)

○ 승용 물량 5대로 변경(2023. 10. 18.)

○ 신청자격 반드시 확인
  ※ 지방세, 주정차과태료, 세외수입, 환경개선부담금 등 체납시 자격부여 불가(사전에 확인)

○ 지원대상자 확정 후 10일 이내 차량이 출고되지 않을 경우 별도의 통보 없이 대상자 선정 취소

○ 차량가액에 따라 기초연금 등 수급대상에서 탈락할 수 있으므로 사전에 반드시 확인

○ 전기자동차 구매 보조금 지급받은 자가 의무운행기간 내 거창군 외의 지역으로 자동차 등록 주소지를 변경하거나 타 지자체 판매시 운행기간별 보조금 회수요율에 따라 보조금을 회수조치함

○ 공고문 준수사항 등 반드시 확인바랍니다."
경남,합천군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","106
 (11)
 (0)
 (7)
 (88)",106,11,0,7,88,"84
 (3)
 (5)
 (8)
 (68)",84,3,5,8,68,22,20,"83
 (3)
 (5)
 (8)
 (67)",83,"23
 (8)
 (0)
 (0)
 (21)","전기화물, 전기승용 물량소진으로 마감되었습니다. 
 ※ 선정물량 중 포기자 및 취소자 발생 시 후순위 선정 가능"
제주,제주특별자치도,전기승용,"*일반: 접수+출고등록순
*우선: 접수+출고등록순","4000
 (400)
 (0)
 (400)
 (3200)",4000,400,0,400,3200,"3412
 (7)
 (115)
 (720)
 (2570)",3412,7,115,720,2570,588,630,"3412
 (7)
 (115)
 (720)
 (2570)",3412,"588
 (393)
 (0)
 (0)
 (630)","&lt;2023년도 하반기 전기자동차 민간보급 공고&gt;
□ 보급물량 : 승용 2,000대, 화물 1,100대"
공단,한국환경공단,전기승용,"*일반: 출고등록순
*우선: 출고등록순","64000
 (6400)
 (51200)
 (6400)
 (0)",64000,6400,51200,6400,0,"17542
 (9)
 (17466)
 (15)
 (52)",17542,9,17466,15,52,46458,0,"17542
 (9)
 (17466)
 (15)
 (52)",17542,"46458
 (6391)
 (33734)
 (6385)
 (0)","- 신속한 업무 처리를 위해 전화 문의 자제 부탁드립니다.
- 모든 절차 검토는 접수된 순서로 진행합니다

<- 하반기 공고문은 다운로드 버튼 클릭하시면 확인 가능합니다."
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,`,,,,,,,,,,,,,,,,,
