총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,,접수대수,,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
전남,구례군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","25
 (2)
 (1)
 (0)
 (3)
 (19)",25,2,1,0,3,19,"24
 (2)
 (1)
 (4)
 (1)
 (16)",24,2,1,4,1,16,1,3,"24
 (2)
 (1)
 (4)
 (1)
 (16)",24,"1
 (0)
 (0)
 (0)
 (2)
 (3)","2023년 전기자동차 민간보급사업 시행 공고(2차)

★★★ 화물(9대) 일반, 택배 물량 마감 ★★★

1. 신청기간: 2023. 9. 6. 09:00 ~ 사업비 소진 시까지
2. 보급대수: 승용 28대(일반), 화물 9대(일반 7, 택배2)
  ※ 사업물량은 예산 범위 내에서 변동될 수 있음
  ※ 택배물량이 미소진될 경우 4/4분기부터 일반 물량과 통합 보급가능
3. 보급기준: 세대 또는 개인사업자 당 1대, 법인·기관 당 1대
4. 선정기준: 차량 출고·등록 순(지원가능 확인 요청 순)
5. 지원금액: 차종별 차등지원(무공해차 구매보조금 지원시스템에서 확인 가능)
  ※ 공고일 이후 보조금 지원 대상으로 선정된 차량은 추가공고 없이 보조금 지원대상에 포함


  ※ 기타 자세한 사항은 공고문 참고
  ※ 무공해차 구매보조금 지원시스템에 등록된 모든 원본 서류 구례군청 환경과(구례군 구례읍 봉성로 1)로 제출ㅍ"
전남,고흥군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","100
 (8)
 (8)
 (0)
 (16)
 (68)",100,8,8,0,16,68,"89
 (9)
 (5)
 (6)
 (0)
 (69)",89,9,5,6,0,69,11,0,"89
 (9)
 (5)
 (6)
 (0)
 (69)",89,"11
 (0)
 (3)
 (0)
 (16)
 (0)","전기화물차 일반물량, 우선순위물량 신청 초과되어 신청접수 마감(2023. 2.16. 18시) 합니다.
2.20. 09:00부터는 전기화물차 중소기업제품 8대, 운송물량 16대 신청접수 진행합니다."
전남,보성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","64
 (10)
 (2)
 (0)
 (0)
 (52)",64,10,2,0,0,52,"59
 (10)
 (3)
 (5)
 (0)
 (41)",59,10,3,5,0,41,5,11,"59
 (10)
 (3)
 (5)
 (0)
 (41)",59,"5
 (0)
 (0)
 (0)
 (0)
 (11)","- 지급신청 시 (신청 시부터 지급신청 시까지의) 서류 일체 원본 송부
  (주소 : 전라남도 보성군 보성읍 송재로 165, 보성군청 기후환경과 전기차 담당자)

- 모든 서류의 도장/서명은 한 가지로 통일되어야 하며 (신청자 및 제조사 각각),
   신청자의 날인/서명 여부에 따라 인감증명서(또는 본인서명사실확인서) 첨부해주시기 바랍니다. 
   제조사는 본사 인감 외에 별도의 사용인감이 있어서 서류 작성 시 이를 사용하신 경우, 사용인감계도 함께 제출해 주십시오."
전남,화순군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","60
 (6)
 (6)
 (0)
 (12)
 (36)",60,6,6,0,12,36,"66
 (9)
 (2)
 (10)
 (3)
 (42)",66,9,2,10,3,42,0,0,"55
 (8)
 (2)
 (7)
 (3)
 (35)",55,"5
 (0)
 (4)
 (0)
 (9)
 (1)","< 2023년 화순군 전기자동차 보급사업 >

- 예산 소진으로 인한 신청 마감 -"
전남,장흥군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","40
 (4)
 (4)
 (0)
 (8)
 (24)",40,4,4,0,8,24,"40
 (8)
 (0)
 (4)
 (5)
 (23)",40,8,0,4,5,23,0,1,"40
 (8)
 (0)
 (4)
 (5)
 (23)",40,"0
 (0)
 (4)
 (0)
 (3)
 (1)","사업기간 : 2023. 6. 27.(화) ~ 예산 소진 시
보급대수 : 화물 8대(택배 ,중소기업 4대 / 일반 4대)
지원대수 : 개인(개인사업자)또는 기업,법인,단체 당 1대
선정기준 : 출고등록순"
전남,강진군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","45
 (5)
 (5)
 (0)
 (9)
 (26)",45,5,5,0,9,26,"77
 (12)
 (2)
 (9)
 (3)
 (51)",77,12,2,9,3,51,0,0,"75
 (12)
 (2)
 (8)
 (3)
 (50)",75,"0
 (0)
 (3)
 (0)
 (6)
 (0)","2023년 하반기 강진군 전기 화물차 보급사업

★공고일: 23. 7. 3.(월)
★접수기간 : 23. 7. 6.(목) 09:00~ 예산 소진 시 까지★
★ 사업물량 :  화물15대(일반 8대, 택배 3대, 중소기업 생산물량 2대, 우선순위 2대)
※ 예산 조기마감시 사업종료

 - 지원대상자 선정 : 출고등록순(보조금 지원가능 확인 요청일순)
 ※ 기타 자세한 내용은 공고문 참조

--------------------------------------------------------------
★하반기 일반, 우선순위 물량 완료되었습니다 ★"
전남,해남군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","140
 (0)
 (11)
 (0)
 (22)
 (107)",140,0,11,0,22,107,"130
 (48)
 (3)
 (11)
 (10)
 (58)",130,48,3,11,10,58,10,49,"126
 (45)
 (3)
 (11)
 (10)
 (57)",126,"14
 (0)
 (8)
 (0)
 (12)
 (50)",
전남,영암군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","97
 (9)
 (9)
 (0)
 (18)
 (61)",97,9,9,0,18,61,"129
 (21)
 (2)
 (25)
 (7)
 (74)",129,21,2,25,7,74,0,0,"88
 (14)
 (2)
 (10)
 (7)
 (55)",88,"9
 (0)
 (7)
 (0)
 (11)
 (6)",마감되었습니다.
전남,무안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","62
 (6)
 (3)
 (0)
 (9)
 (44)",62,6,3,0,9,44,"72
 (7)
 (3)
 (11)
 (9)
 (42)",72,7,3,11,9,42,0,2,"62
 (6)
 (3)
 (10)
 (9)
 (34)",62,"0
 (0)
 (0)
 (0)
 (0)
 (10)","&lt;2023년 무안군 하반기 전기자동차 보급사업&gt;
○ 지원대수(하반기) 
 - 전기승용차 : 42대(일반 26, 우선 5, 택시 11)
 - 전기화물차 : 16대(일반 4, 중소 6, 택배 6)
○ 공고일 : 2023. 6. 28.
○ 접수기간 : 2023. 7. 3. ~ 2023. 12. 15.
○ 선정기준 : 자동차 출고·등록 순(보조금 지원가능확인 요청 순)
 - 지원 접수 순서와 상관없이 보조금 지원가능확인 요청 순으로 대상자 선정
 - 확인 요청일이 같윽을 경우 접수순으로 선정
○ 신청대상 : 신청 접수일 기준으로 90일 이전부터 연속적으로 무안군에 주소를 둔 자"
전남,함평군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","50
 (0)
 (0)
 (0)
 (0)
 (50)",50,0,0,0,0,50,"52
 (18)
 (1)
 (5)
 (0)
 (28)",52,18,1,5,0,28,0,22,"52
 (18)
 (1)
 (5)
 (0)
 (28)",52,"0
 (0)
 (0)
 (0)
 (0)
 (22)","1. 신청기간: 2023. 10. 31.(화) 09:00 ~ 예산 소진 시까지
 2. 보급대수(추가): 화물 10대
 3. 보조금액
  - 화물차(소형) : 최대 2,050만원/대
 * 자세한 차종별 지원단가는 공고문 참고
 4. 선정방법 : 출고·등록 순
 5. 신청절차 및 필요서류 : 공고문 참고"
전남,영광군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","80
 (8)
 (8)
 (0)
 (16)
 (48)",80,8,8,0,16,48,"93
 (16)
 (3)
 (5)
 (11)
 (58)",93,16,3,5,11,58,0,0,"79
 (15)
 (3)
 (5)
 (11)
 (45)",79,"1
 (0)
 (5)
 (0)
 (5)
 (3)","<2023년 영광군 전기자동차 보급사업(3차) 공고>
ㅇ보급기간: 2023. 10. 4.(수)~예산소진시
ㅇ보급대수: 화물 18대  

**************************************************마감*********************************************"
전남,장성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","79
 (8)
 (16)
 (10)
 (27)
 (18)",79,8,16,10,27,18,"80
 (11)
 (4)
 (17)
 (0)
 (48)",80,11,4,17,0,48,0,0,"80
 (11)
 (4)
 (17)
 (0)
 (48)",80,"0
 (0)
 (12)
 (0)
 (27)
 (0)",
전남,완도군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","66
 (6)
 (6)
 (0)
 (12)
 (42)",66,6,6,0,12,42,"58
 (9)
 (1)
 (8)
 (8)
 (32)",58,9,1,8,8,32,8,10,"58
 (9)
 (1)
 (8)
 (8)
 (32)",58,"8
 (0)
 (5)
 (0)
 (4)
 (10)","<추경 잔여 보조금 안내>
승용 25대
화물 3대~5대"
전남,진도군,전기화물,"*일반: 보조금 지원가능확인서 등록순
*우선: 보조금 지원가능확인서 등록순","43
 (4)
 (5)
 (0)
 (10)
 (24)",43,4,5,0,10,24,"47
 (10)
 (1)
 (1)
 (5)
 (30)",47,10,1,1,5,30,0,0,"42
 (8)
 (1)
 (1)
 (5)
 (27)",42,"1
 (0)
 (4)
 (0)
 (5)
 (0)","가. 사 업 량: 승용 28대, 화물 22대
    ※ 상기 배정된 물량은 2024년 전기자동차 보조금 업무처리 지침에 따라 변경 될 수 있음
나. 접수기간: 2024. 3. 4. ~ 사업비 소진 시까지
다. 추진방법: 차량 출고·등록 순(보조금 지원가능확인요청서 등록 순)
    ※ 사업 신청서 접수 순서와 관계없음
라. 신청자격 등: 공고문 참조"
전남,신안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","84
 (8)
 (12)
 (0)
 (22)
 (42)",84,8,12,0,22,42,"77
 (20)
 (1)
 (3)
 (3)
 (50)",77,20,1,3,3,50,7,0,"77
 (20)
 (1)
 (3)
 (3)
 (50)",77,"7
 (0)
 (11)
 (0)
 (19)
 (0)",
경북,포항시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","61
 (0)
 (0)
 (0)
 (0)
 (61)",61,0,0,0,0,61,"346
 (48)
 (18)
 (53)
 (28)
 (199)",346,48,18,53,28,199,0,0,"346
 (48)
 (18)
 (53)
 (28)
 (199)",346,"0
 (0)
 (0)
 (0)
 (0)
 (0)","물량통합집행
1. 사 업 명 : 2023년도 포항시 전기자동차  민간/공공 보급사업 변경시행
 2. 사 업 량 : 약83대(승용 17· 화물61· 승합5)
   ※ 보급대수는 예산 집행 사정에 따라 변경될 수 있음.
 3. 사업(접수)기간 :  2023. 10. 5(목) ~2023,12.8(금) 예산소진시 조기마감
 4. 대상차량 : 환경부 보조금 승인 확정 차량
* 자세한 사항은 공고문 참고"
경북,경주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","185
 (12)
 (18)
 (0)
 (30)
 (125)",185,12,18,0,30,125,"228
 (45)
 (4)
 (34)
 (7)
 (138)",228,45,4,34,7,138,0,0,"209
 (42)
 (4)
 (31)
 (7)
 (125)",209,"0
 (0)
 (14)
 (0)
 (23)
 (0)","전기화물 일반, 택배, 중소기업, 우선순위 모든 물량 마감하였습니다."
경북,김천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","348
 (35)
 (35)
 (0)
 (70)
 (208)",348,35,35,0,70,208,"297
 (134)
 (5)
 (10)
 (30)
 (118)",297,134,5,10,30,118,51,90,"297
 (134)
 (5)
 (10)
 (30)
 (118)",297,"51
 (0)
 (30)
 (0)
 (40)
 (90)","2023년 김천시 전기자동차 보급사업
○접수기간 : 2023.02.17.(금) 09:00 ~
○선정기준 : 출고등록순
○선정대수 : 총 348대
상반기 :  일반 120대, 택배 70대, 중소기업 35대,우선지원 35대
★상반기 일반, 우선지원 예산소진, 택배 및 중소기업차량 접수가능, 7.3~ 접수 재개★
하반기 : 일반 88대 
※세부사항 공고문 참조"
경북,안동시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","200
 (20)
 (20)
 (18)
 (40)
 (102)",200,20,20,18,40,102,"159
 (103)
 (6)
 (3)
 (2)
 (45)",159,103,6,3,2,45,41,57,"159
 (103)
 (6)
 (3)
 (2)
 (45)",159,"41
 (0)
 (14)
 (15)
 (38)
 (57)","1. 지원대수 : 공고문 참고
2. 신청기간
  - (상반기) 2023. 2. 17.(금) 09:00 ~ 물량소진 시까지
  - (하반기) 2023. 7. 5.(수) 09:00 ~ 예산 소진 시까지
3. 선정기준 : 차량등록순
4. 우선순위 및 추가지원금 등 상세내용은 공고문 참고

★ 전화문의가 많아 업무처리가 오히려 지연되는 경우가 많습니다.
  ▶▶ 단순 접수알림, 처리독촉 문의 자제 ◀◀
  ▶▶ 시스템 접수순으로 처리하오니, 전화로 급한 처리 요청 자제 ◀◀
 
★ 보조금 청구시 원본서류 제출 불필요 ★"
경북,구미시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","378
 (35)
 (35)
 (0)
 (70)
 (238)",378,35,35,0,70,238,"374
 (213)
 (8)
 (46)
 (27)
 (80)",374,213,8,46,27,80,4,158,"362
 (208)
 (7)
 (44)
 (27)
 (76)",362,"16
 (0)
 (28)
 (0)
 (43)
 (162)","----------------------------------------------------------
★ 추가공고 대상자 선정 완료
★ 접수는 10월 31일 18시까지 받고 마감
★ 취소물량 발생시 순차적으로 연락 예정
----------------------------------------------------------
<구미시 전기차 보급사업 추가 공고>
1. 신청기간 : 2023.10.31.(화) 09:00 ~ 12.8.(금) 18:00
※ 예산 소진시 접수마감
2. 보금대수 : 46대(승용 24, 화물 20, 승합 2)
※ 차종별 보급물량 및 보조금 차등지원 등에 따라 보급대수 변동될 수 있음
3. 선정방법 : 출고등록순

★자격부여 후 지원가능확인 요청 단계에서 출고예정증빙 자료 첨부 ★
★계약서에 출고예정일 필히 기재★
★지방세납세증명서 제출(지급신청 단계)★
★원본서류 구미시 환경정책과로 제출★"
경북,영주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","180
 (18)
 (18)
 (0)
 (36)
 (108)",180,18,18,0,36,108,"168
 (112)
 (3)
 (13)
 (7)
 (33)",168,112,3,13,7,33,12,75,"168
 (112)
 (3)
 (13)
 (7)
 (33)",168,"12
 (0)
 (15)
 (0)
 (29)
 (75)","상반기 화물 일반,우선순위 물량 마감되었습니다"
경북,영천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","200
 (20)
 (20)
 (0)
 (40)
 (120)",200,20,20,0,40,120,"194
 (42)
 (6)
 (20)
 (21)
 (105)",194,42,6,20,21,105,6,15,"190
 (41)
 (6)
 (19)
 (21)
 (103)",190,"10
 (0)
 (14)
 (0)
 (19)
 (17)","★ (7.21.) 화물 일반 및 우선순위 물량 소진으로 인한 화물 접수 한시적 마감


* 2023년 하반기 전기자동차 보급사업 시행 공고문 게시(6.30)
* 접수기간 : 23. 7. 7. ~ 23. 12. 15.(하반기)
* 하반기 화물 물량 : 75대 정도
※2차물량의 경우 상반기 공고물량에 따른 2차 보급물량 및 잔여물량의 합으로 표기하였으나 잔여 예산에 따라 상기 대수보다 보급 물 
     량이 감소될 수 있음
* 구매신청서, 보조금 지급신청서 등 원본서류 일체 받지 않습니다
* 기타 세부사항 공고문 참고
★ (5.1) 추가전달사항
   - 23.4.28. 지침 시행 이후 재판매하는 화물자동차(주행거리 10,000km 미만, 주행거리 1년 이내)를 재판매하는 경우 지급된 보조금의 30%환수
   - 5.4 변경공고문 게제하여 [서식2]가 변경되었으니 신청 접수시 서식을 변경하여 제출해주시기 바랍니다."
경북,상주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","300
 (25)
 (25)
 (0)
 (50)
 (200)",300,25,25,0,50,200,"217
 (105)
 (2)
 (6)
 (4)
 (100)",217,105,2,6,4,100,83,100,"217
 (105)
 (2)
 (6)
 (4)
 (100)",217,"83
 (0)
 (23)
 (0)
 (46)
 (100)",
경북,문경시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","160
 (16)
 (16)
 (0)
 (32)
 (96)",160,16,16,0,32,96,"133
 (75)
 (6)
 (5)
 (5)
 (42)",133,75,6,5,5,42,27,54,"131
 (74)
 (6)
 (4)
 (5)
 (42)",131,"29
 (0)
 (10)
 (0)
 (27)
 (54)","- 보급기간 : 2023.09.15.~ 예산 소진 시까지
*2023.12.15.(금)까지 보조금 미청구 시 보조금 지급 불가
*별지2호서식 공고에 첨부된 서식으로 사용(구 서식 사용시 보완요청)
*반드시 신청대상자의 초본 첨부(등본 첨부시 보완요청)"
경북,경산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","268
 (0)
 (0)
 (0)
 (0)
 (268)",268,0,0,0,0,268,"316
 (146)
 (18)
 (30)
 (43)
 (79)",316,146,18,30,43,79,0,189,"316
 (146)
 (18)
 (30)
 (43)
 (79)",316,"0
 (0)
 (0)
 (0)
 (0)
 (189)",
경북,군위군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","40
 (4)
 (4)
 (0)
 (8)
 (24)",40,4,4,0,8,24,"31
 (20)
 (2)
 (0)
 (1)
 (8)",31,20,2,0,1,8,9,16,"31
 (20)
 (2)
 (0)
 (1)
 (8)",31,"9
 (0)
 (2)
 (0)
 (7)
 (16)","ㅇ 보급대수
   - 화물 : 40대(우선순위 4대, 중소기업 생산 4대, 택배 8대, 일반지원 24대정도)
ㅇ 신청대상
   - 구매 지원신청서 접수일 기준 연속하여 3개월 이상 군위군에 주소지를 둔 만 18세 이상
ㅇ 신청기간 
   - 화물 : 2023. 2. 17.∼ 예산 소진 시까지 
ㅇ 선정대상 
   - 화물 : 차량 출고·등록순"
경북,의성군,전기화물,"*일반: 접수순
*우선: 접수순","70
 (7)
 (7)
 (0)
 (14)
 (42)",70,7,7,0,14,42,"81
 (30)
 (2)
 (6)
 (2)
 (41)",81,30,2,6,2,41,0,1,"81
 (30)
 (2)
 (6)
 (2)
 (41)",81,"0
 (0)
 (5)
 (0)
 (12)
 (1)","- (신청조건) 신청일 기준 ‘3개월 이상’의 의성군에 주소를 둔자
 - (배정물량) 승용 116대, 화물 70대 ※ 괄호 : 배정물량 적용기간
  · 승용 116대 : 일반 92대, 우선순위(3/4분기) 12대, 택시(상반기) 12대
  · 화물 70대 : 일반 42대, 우선순위(3/4분기) 7대, 택배 등 운송사업(3/4분기) 14대, 중소기업생산물량(3/4분기) 7대
    ※ 기간 내 배정물량 미집행 시 일반물랴에 통합하여 지원
 - (지원금액) 승용 1,280만원, 화물 1,800만원
    ※ 차량별 보조금 상이
 - 문의처 : 의성군 환경축산과(054-830-6027)"
경북,청송군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","99
 (10)
 (10)
 (0)
 (20)
 (59)",99,10,10,0,20,59,"62
 (29)
 (2)
 (6)
 (1)
 (24)",62,29,2,6,1,24,37,35,"62
 (29)
 (2)
 (6)
 (1)
 (24)",62,"37
 (0)
 (8)
 (0)
 (19)
 (35)","본공고 -  청송군 공고(2023.2.15.) / 추경 2차 - 청송군 공고(2023.5.1.) / 추경2차- 신청서식
출고등록 가능 10일 이내(예시일 10일 이내) 증빙으로 대상자 자격 획득
***증빙서류(예시일화면 등) 등록필수(사이트 등록 순으로 선정)"
경북,영양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","29
 (3)
 (3)
 (0)
 (6)
 (17)",29,3,3,0,6,17,"18
 (6)
 (1)
 (3)
 (0)
 (8)",18,6,1,3,0,8,11,9,"18
 (6)
 (1)
 (3)
 (0)
 (8)",18,"11
 (0)
 (2)
 (0)
 (6)
 (9)",
경북,영덕군,전기화물,"*일반: 출고등록순
*우선: 공고문 참조","62
 (0)
 (0)
 (0)
 (0)
 (62)",62,0,0,0,0,62,"61
 (17)
 (0)
 (8)
 (7)
 (29)",61,17,0,8,7,29,1,33,"60
 (17)
 (0)
 (7)
 (7)
 (29)",60,"2
 (0)
 (0)
 (0)
 (0)
 (33)",
경북,청도군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","62
 (0)
 (0)
 (0)
 (0)
 (62)",62,0,0,0,0,62,"65
 (26)
 (5)
 (1)
 (1)
 (32)",65,26,5,1,1,32,0,30,"63
 (25)
 (4)
 (1)
 (1)
 (32)",63,"0
 (0)
 (0)
 (0)
 (0)
 (30)",
경북,고령군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","156
 (15)
 (15)
 (0)
 (31)
 (95)",156,15,15,0,31,95,"93
 (44)
 (1)
 (5)
 (0)
 (43)",93,44,1,5,0,43,63,52,"93
 (44)
 (1)
 (5)
 (0)
 (43)",93,"63
 (0)
 (14)
 (0)
 (31)
 (52)",
경북,성주군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","236
 (11)
 (11)
 (0)
 (22)
 (192)",236,11,11,0,22,192,"274
 (72)
 (3)
 (13)
 (2)
 (184)",274,72,3,13,2,184,0,8,"274
 (72)
 (3)
 (13)
 (2)
 (184)",274,"0
 (0)
 (8)
 (0)
 (20)
 (8)",
경북,칠곡군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","249
 (25)
 (25)
 (0)
 (50)
 (149)",249,25,25,0,50,149,"195
 (133)
 (8)
 (26)
 (9)
 (19)",195,133,8,26,9,19,54,130,"195
 (133)
 (8)
 (26)
 (9)
 (19)",195,"54
 (0)
 (17)
 (0)
 (41)
 (130)","○ 2023년도 칠곡군 전기차 민간보급사업(화물 1차)
 - 보급대수: 화물 200대(택배 40대, 중소기업 생산 20대 우선순위 20대 포함)
 - 신청기간:  2023. 02.16. 14:00 ~ 6. 30. 18:00(하반기에 잔여물량 포함에서 2차 보급 공고 예정)
 - 추가지원금
   소상공인, 차상위이하 계층: 국비 30%추가지원
   * 소상공인확인서: 중소기업현황정보시스템에서 발급 문의
   ※ 예산 차등지원에 따라 지급대수가 변경될 수 있으며, 자세한 내용은 공고문을 확인하시기 바랍니다.
   - 칠곡군청 환경관리과(0549-979-6757)"
경북,예천군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","100
 (0)
 (0)
 (0)
 (0)
 (100)",100,0,0,0,0,100,"86
 (63)
 (1)
 (2)
 (0)
 (20)",86,63,1,2,0,20,14,80,"86
 (63)
 (1)
 (2)
 (0)
 (20)",86,"14
 (0)
 (0)
 (0)
 (0)
 (80)",
경북,봉화군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","65
 (7)
 (7)
 (7)
 (14)
 (30)",65,7,7,7,14,30,"44
 (14)
 (1)
 (4)
 (0)
 (25)",44,14,1,4,0,25,21,5,"44
 (14)
 (1)
 (4)
 (0)
 (25)",44,"21
 (0)
 (6)
 (3)
 (14)
 (5)","&quot; 화물-개인/법인마감 &quot; 화물-개인/법인 마감 &quot;
&quot; 상반기 신청 기간: 2.27~ &quot;
&quot; ★대상자 선정 과정은 ☆최소 4일 이상☆ 소요
(당일 처리 절/대/불/가)★ &quot;
&quot; 출고·등록 순으로 대상자 선정 &quot;
&quot; 2개월 이내에 출고 가능할 경우에만 신청 가능
(초과 시 출고지연취소)&quot;
&quot; 구매(차량 가격, 보조금 등) 관련 문의는 
차량 판매자에게 문의 바랍니다.&quot;"
경북,울진군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","89
 (0)
 (4)
 (0)
 (7)
 (78)",89,0,4,0,7,78,"80
 (54)
 (1)
 (3)
 (4)
 (18)",80,54,1,3,4,18,9,60,"80
 (54)
 (1)
 (3)
 (4)
 (18)",80,"9
 (0)
 (3)
 (0)
 (3)
 (60)","잔여 : 3대(12월 18일 기준)
마감 : 12월 22일 18시"
경북,울릉군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","40
 (4)
 (4)
 (0)
 (8)
 (24)",40,4,4,0,8,24,"22
 (9)
 (0)
 (2)
 (0)
 (11)",22,9,0,2,0,11,18,13,"22
 (9)
 (0)
 (2)
 (0)
 (11)",22,"18
 (0)
 (4)
 (0)
 (8)
 (13)",
경남,창원시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","610
 (49)
 (49)
 (0)
 (98)
 (414)",610,49,49,0,98,414,"587
 (197)
 (33)
 (90)
 (78)
 (189)",587,197,33,90,78,189,23,225,"587
 (197)
 (33)
 (90)
 (78)
 (189)",587,"23
 (0)
 (16)
 (0)
 (20)
 (225)","※ 2023년 창원시 전기자동차 보급 사업(4차) 
 
=> 화물 전체 마감"
경남,진주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","630
 (50)
 (100)
 (0)
 (100)
 (380)",630,50,100,0,100,380,"519
 (289)
 (14)
 (13)
 (32)
 (171)",519,289,14,13,32,171,111,209,"519
 (289)
 (14)
 (13)
 (32)
 (171)",519,"111
 (0)
 (86)
 (0)
 (68)
 (209)","★2023년 진주시 전기자동차(화물) 보급사업 2차 
- 2023. 12. 1 (금) 18:00 마감예정
- 잔여대수 : 3대 (2023. 11. 28(화) 기준)"
경남,통영시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","132
 (16)
 (16)
 (0)
 (32)
 (68)",132,16,16,0,32,68,"131
 (66)
 (3)
 (10)
 (19)
 (33)",131,66,3,10,19,33,1,35,"131
 (66)
 (3)
 (10)
 (19)
 (33)",131,"1
 (0)
 (13)
 (0)
 (13)
 (35)","★★★★★ 전기화물 잔여예산 부족으로 초소형차량만 신청 가능 ★★★★★ 
(국비 보조금 기준 900만원 이하 차종만 가능)

* 변경4차 변경공고 게시: 2023. 9. 19.(화) (접수는 9/22(금) 09시부터) 
(시스템오류로 일정연기됨 기존 9/20일(수) -> 변경 9/22일(금))
→ 통영시청 홈페이지 뉴스미디어>알림마당>고시/공고 메뉴에서 확인가능
* 별도배정물량 미집행물량 통합: 2023. 10. 4.(수) 09시

○ 신청기간 : 2023. 2. 17.(금) 14:00 ~ 예산 소진시 까지
     ※ 변경4차 추가물량은 2023. 9. 22.(금) 09:00 이후 접수 건부터 인정
○ 총사업량 : 360대(전기승용 200, 전기화물 160)
   - 전기승용: 200대(일반160, 우선순위20, 택시20)
   - 전기화물: 160대(일반96, 우선순위16, 택배 물량32, 중소기업 생산물량16)
○ 대상자선정 : 출고등록순"
경남,사천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","150
 (15)
 (15)
 (0)
 (30)
 (90)",150,15,15,0,30,90,"124
 (60)
 (5)
 (8)
 (11)
 (40)",124,60,5,8,11,40,26,50,"124
 (60)
 (5)
 (8)
 (11)
 (40)",124,"26
 (0)
 (10)
 (0)
 (19)
 (50)",▒▒▒ 2023년 전기자동차 보급사업 사업비 소진되었습니다 ▒▒▒
경남,김해시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","446
 (40)
 (56)
 (0)
 (107)
 (243)",446,40,56,0,107,243,"451
 (70)
 (35)
 (94)
 (44)
 (208)",451,70,35,94,44,208,0,35,"379
 (48)
 (34)
 (72)
 (44)
 (181)",379,"67
 (0)
 (22)
 (0)
 (63)
 (62)","★2023년 김해시 전기자동차(승용)보급사업 2차 공고
- 사업기간: 2023.07.13.(목) 09:00 ~ 2023.11.30.(목) 18:00
- 지원대수: 196대
※ 자세한 내용은 김해시 공고문 참조
※ 반드시 공고문 숙지 후 신청바랍니다. 통화량이 많아 통화가 어려울 수 있습니다.
★ 주의사항
1. 출고기한이 만료된 기신청자는 지원신청서 재접수하여야 함
2. 전기차 보조금 지원대상자로 선정되었으나, 보조금 지급 청구기간 미도래로 보조금 미청구시 출고물량으로 확인 안됨
3. 잔여물량은 단순 참고용이며 실 잔여물량이 아님
★ 법인은 지자체로 보조급 지급받을 시 재지원제한기간내 지자체 뿐만 아니라 공단에서도 추가지원 불가"
경남,밀양시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","172
 (12)
 (22)
 (0)
 (19)
 (119)",172,12,22,0,19,119,"162
 (32)
 (5)
 (14)
 (20)
 (91)",162,32,5,14,20,91,10,28,"161
 (31)
 (5)
 (14)
 (20)
 (91)",161,"11
 (0)
 (17)
 (0)
 (0)
 (28)","일반: 84대, 우선지원: 14대, 중소기업 생산물량: 14, 운송사업(택배): 28대, 총 140대
※ 사업 진행상황에 따라 변동될 수 있음"
