총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,,접수대수,,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
전남,목포시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","8
 (1)
 (1)
 (0)
 (2)
 (4)",8,1,1,0,2,4,"12
 (3)
 (3)
 (2)
 (2)
 (2)",12,3,3,2,2,2,0,2,"12
 (3)
 (3)
 (2)
 (2)
 (2)",12,"0
 (0)
 (0)
 (0)
 (0)
 (2)","2024년 전기화물차 보급사업 안내

○ 신청기간 : 2024. 2. 28. ~ 12. 20. (평일 9 ~18시)
○ 지원가능 확인요청 : 2024. 2. 29. ~ 12. 20. (평일 9 ~18시)
○ 보급대수 : 8대(우선 1, 택배 2, 중소기업 1, 일반 4)
○ 선정방법 : 지원가능 확인요청 순(출고등록순)
  ※ 보급대수는 차량별 보조금 차등지원에 따라 예산범위 내에서 변동될 수 있음

☆일반물량으로 소상공인 신청 가능, 유선으로 요청 필수☆"
전남,여수시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","292
 (0)
 (0)
 (0)
 (0)
 (292)",292,0,0,0,0,292,"135
 (67)
 (2)
 (12)
 (11)
 (43)",135,67,2,12,11,43,157,249,"135
 (67)
 (2)
 (12)
 (11)
 (43)",135,"157
 (0)
 (0)
 (0)
 (0)
 (249)","<여수시 2024년 전기자동차 민간보급사업(2차분) 공고>

   1. 사 업 명 : 2024년도 전기자동차 민간보급사업(2차분) 공고
   2. 신청기간 : 2024. 2. 22. ~ 예산 소진 시까지
   3. 보급대수 : 전기차 310대 (보급 여건 등에 따라 변동될 수 있음) 
    - 승용 : 80대, 화물: 230대
   4. 보급기준 : 개인(개인사업자) 및 법인·기관 당 1대
   5. 선정기준 : 차량 출고·등록순(보조금 지원가능 확인 요청일 순)

   ※ 기타 자세한 사항은 아래 공고문 참고 바랍니다."
전남,순천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","270
 (0)
 (0)
 (0)
 (0)
 (270)",270,0,0,0,0,270,"148
 (40)
 (0)
 (16)
 (21)
 (71)",148,40,0,16,21,71,122,199,"148
 (40)
 (0)
 (16)
 (21)
 (71)",148,"122
 (0)
 (0)
 (0)
 (0)
 (199)","1. 신청기간 : 2024. 2. 27.(화) ~ 예산 소진 시까지
  ※ 평일 09시 ~ 18시
2. 보급대수(1차분) : 전기차 400대 (보급 여건 등에 따라 변동될 수 있음) 
  가. 승용 : 260대(일반 208 / 우선 26 / 택시 26)
  나. 화물 : 140대(일반 84 / 우선 14 / 택배 28 / 중소기업 14))
3. 보급기준 : 개인(세대) 당 1대, 기업·법인·기관 당 1대
4. 선정기준 : 차량 출고·등록순(보조금 지원가능 확인 요청일 순)
5. 지원차량 : 무공해차 통합누리집(ev.or.kr)에서 확인 가능
  ※ 향후 무공해차 통합누리집에 조회되는 차량은 변경 공고 없이 보조금 지원대상에 포함
6. 기타 자세한 사항은 순천시 공고문 참고"
전남,나주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","155
 (15)
 (10)
 (0)
 (20)
 (110)",155,15,10,0,20,110,"92
 (15)
 (0)
 (11)
 (1)
 (65)",92,15,0,11,1,65,63,45,"92
 (15)
 (0)
 (11)
 (1)
 (65)",92,"63
 (0)
 (10)
 (0)
 (19)
 (45)","※ 전기자동차 보급 일정 안내

2024. 8. 23. 구매지원신청서(자격부여)
2024. 8. 26. 보조금 지원 가능 확인요청(출고요청)"
전남,광양시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","193
 (19)
 (19)
 (0)
 (39)
 (116)",193,19,19,0,39,116,"85
 (38)
 (5)
 (11)
 (6)
 (25)",85,38,5,11,6,25,108,91,"85
 (38)
 (5)
 (11)
 (6)
 (25)",85,"108
 (0)
 (14)
 (0)
 (33)
 (91)","<광양시 2024년 전기자동차(화물) 보급사업>

1. 신청기간 : 2024. 2. 27.(화) 10:00 ∼ 예산 소진시까지  ※ 평일 09~18시
2. 보급물량 : 화물 193대 (보급 및 잔여대수는 보급여건 및 예산범위에 따라 변동될 수 있음)
3. 지원대수 : 개인(사업자) 1대, 법인·기관· 1대
 ※ 법인기관 1대초과 분량에 미리파악 후 한국환경공단 국비사업으로 진행 요망(한국환경공단 개별접수)
4. 선정기준 : 차량 출고,등록순(보조금 지원가능 확인요청일 순)

※ 기타 자세한 사항은 광양시 공고문 참고
 - 지원대상자 신청 자격 부여 시 검토 과정을 위해 최소 2일 전에 신청 요망"
전남,담양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","192
 (20)
 (30)
 (0)
 (39)
 (103)",192,20,30,0,39,103,"68
 (13)
 (1)
 (4)
 (1)
 (49)",68,13,1,4,1,49,124,54,"68
 (13)
 (1)
 (4)
 (1)
 (49)",68,"124
 (7)
 (29)
 (0)
 (38)
 (54)","ㅇ 사업기간 : 2024. 3. 4. 09:00 ∼ 2024. 12 20. 18:00
ㅇ 보급대수 : 192대(일반 113대, 우선지원 20대, 중소기업 10대, 운송사업 39대)

★ 미집행 우선순위 물량 및 택시, 택배물량, 중소기업 물량은 3/4분기부터 그 외 물량과 통합하여 집행"
전남,곡성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","50
 (0)
 (0)
 (0)
 (0)
 (50)",50,0,0,0,0,50,"40
 (11)
 (0)
 (2)
 (3)
 (24)",40,11,0,2,3,24,10,26,"40
 (11)
 (0)
 (2)
 (3)
 (24)",40,"10
 (0)
 (0)
 (0)
 (0)
 (26)","해당없음- 접수기간 : 2024. 3. 8.(금) ~ 예산 소진시 / 예산 소진시 조기 마감(출고 등록 순)
- 화물 7대 정도 남음(24. 12. 2.기준)
* 법인, 개인사업자(소상공인 포함) 1대 외 ->'한국환경공단'으로 신청(지침개정 2024. 7. 26.)"
전남,구례군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","46
 (0)
 (0)
 (0)
 (0)
 (46)",46,0,0,0,0,46,"11
 (7)
 (1)
 (0)
 (0)
 (3)",11,7,1,0,0,3,35,43,"11
 (7)
 (1)
 (0)
 (0)
 (3)",11,"35
 (0)
 (0)
 (0)
 (0)
 (43)","2024년 전기자동차 민간보급사업 시행 공고(2차)

1. 신청기간: 2024. 8. 5. ~ 사업비 소진 시까지
2. 보급대수: 승용 29대, 화물 41대
  ※ 사업물량은 예산 범위 내에서 변동될 수 있음
3. 보급기준: 개인 또는 개인사업자 당 1대, 법인·기관 당 1대
4. 선정기준: 차량 출고·등록 순(지원가능 확인 요청 순)
5. 지원금액: 차종별 차등지원(무공해차 구매보조금 지원시스템에서 확인 가능)
  ※ 공고일 이후 보조금 지원 대상으로 선정된 차량은 추가공고 없이 보조금 지원대상에 포함


  ※ 기타 자세한 사항은 공고문 참고
  ※ 공고일(8.5.) 이후 발급된 서류 첨부(초본 등)
  ※ 무공해차 구매보조금 지원시스템에 등록된 모든 원본 서류 구례군청 환경과(구례군 구례읍 봉성로 1)로 제출"
전남,고흥군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","120
 (12)
 (12)
 (0)
 (24)
 (72)",120,12,12,0,24,72,"55
 (13)
 (0)
 (3)
 (0)
 (39)",55,13,0,3,0,39,65,33,"55
 (13)
 (0)
 (3)
 (0)
 (39)",55,"65
 (0)
 (12)
 (0)
 (24)
 (33)",
전남,보성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","43
 (0)
 (6)
 (0)
 (13)
 (24)",43,0,6,0,13,24,"30
 (7)
 (1)
 (2)
 (0)
 (20)",30,7,1,2,0,20,13,4,"30
 (7)
 (1)
 (2)
 (0)
 (20)",30,"13
 (0)
 (5)
 (0)
 (13)
 (4)","- 지급신청 시 (신청 시부터 지급신청 시까지의) 서류 일체 원본 송부
  (주소 : 전라남도 보성군 보성읍 송재로 165, 보성군청 기후환경과 전기차 담당자)

- 모든 서류의 도장/서명은 한 가지로 통일되어야 하며 (신청자 및 제조사 각각),
   신청자의 날인/서명 여부에 따라 인감증명서(또는 본인서명사실확인서) 첨부해주시기 바랍니다. 
   제조사는 본사 인감 외에 별도의 사용인감이 있어서 서류 작성 시 이를 사용하신 경우, 사용인감계도 함께 제출해 주십시오."
전남,화순군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","60
 (6)
 (6)
 (0)
 (12)
 (36)",60,6,6,0,12,36,"59
 (32)
 (3)
 (4)
 (0)
 (20)",59,32,3,4,0,20,1,16,"59
 (32)
 (3)
 (4)
 (0)
 (20)",59,"1
 (0)
 (3)
 (0)
 (12)
 (16)","< 2024년 화순군 전기자동차 보급사업 > (1차)
  ○ 공고일 : 2024. 2. 28.
    - 접수일 : 2024. 3. 4.(월) ~ 예산소진 시까지
  ○ 총사업비 : 2,031백만원 (국 1,049, 도 202, 군 780)
     - 1차사업비 1,026백만원(국 524, 도 112, 군 390)
  ○ 사업물량(1차) : 60대(승용 30, 화물 30)
  ○ 사업내용 : 전기자동차 구매 보조금 지원
  ○ 지원대상 : 개인, 개인사업자, 법인·기관 당 1대
  ○ 지원금액 : (승용) 최대 1,400만원/대, (화물) 최대 2,056만원/대"
전남,장흥군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","85
 (6)
 (8)
 (0)
 (20)
 (51)",85,6,8,0,20,51,"22
 (7)
 (1)
 (2)
 (1)
 (11)",22,7,1,2,1,11,63,40,"22
 (7)
 (1)
 (2)
 (1)
 (11)",22,"63
 (0)
 (7)
 (0)
 (19)
 (40)","□ 2024년 전기자동차 보급사업 2차 
 ○ 접수기간 : 2024. 7. 10.(수) 09:00 ~ 예산 소진 시까지
 ○ 보급대수(2차) 
   - 승용 : 총 52대(일반 37, 우선순위 9, 택시 6)
   - 화물 : 총 32대(일반 17, 우선순위 2, 중소기업 3, 택배 10)
 ○  지원대상
  -  신청서 접수일 기준으로 장흥군에 3개월 이상 연속하여 주소를 둔 개인
  -  장흥군 내 소재지가 있는 법인 및 기관, 단체
 ○  신청자격
  - 구매 신청 자격 부여일로부터 2개월 이내 출고 가능 차량만 신청
  - 자동차등록증 또는 자동차등록증원부 내 장흥군으로 등록
 ○  보급기준 : 1대 
※ 자세한 내용은 공고문 참조하시기 바랍니다"
전남,강진군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","35
 (0)
 (0)
 (0)
 (0)
 (35)",35,0,0,0,0,35,"21
 (14)
 (0)
 (1)
 (0)
 (6)",21,14,0,1,0,6,14,29,"19
 (12)
 (0)
 (1)
 (0)
 (6)",19,"16
 (0)
 (0)
 (0)
 (0)
 (29)","2024년 하반기 강진군 전기 화물차 보급사업

★공고일: 24. 7. 2.(화)
★접수기간 : 24. 7. 3.(수) 09:00~ 예산 소진 시 까지★
★ 사업물량 :  화물35대
※ 예산 조기마감시 사업종료

 - 지원대상자 선정 : 출고등록순(보조금 지원가능 확인 요청일순)
 ※ 기타 자세한 내용은 공고문 참조"
전남,해남군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","130
 (0)
 (20)
 (0)
 (30)
 (80)",130,0,20,0,30,80,"66
 (42)
 (0)
 (4)
 (2)
 (18)",66,42,0,4,2,18,64,62,"66
 (42)
 (0)
 (4)
 (2)
 (18)",66,"64
 (0)
 (20)
 (0)
 (28)
 (62)",
전남,영암군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","87
 (0)
 (0)
 (0)
 (0)
 (87)",87,0,0,0,0,87,"89
 (27)
 (1)
 (31)
 (0)
 (30)",89,27,1,31,0,30,0,57,"89
 (27)
 (1)
 (31)
 (0)
 (30)",89,"0
 (0)
 (0)
 (0)
 (0)
 (57)",물량소진되었습니다.
전남,무안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","61
 (6)
 (10)
 (0)
 (15)
 (30)",61,6,10,0,15,30,"58
 (7)
 (0)
 (6)
 (2)
 (43)",58,7,0,6,2,43,3,0,"56
 (6)
 (0)
 (6)
 (2)
 (42)",56,"5
 (0)
 (10)
 (0)
 (13)
 (0)","<2024년 무안군 상반기 전기자동차 보급사업>
○ 지원대수(상반기) 
 - 전기승용차 : 140대(일반 112, 우선 14, 택시 14)
 - 전기화물차 : 35대(일반 20, 우선4, 중소 4, 택배 7)
○ 공고일 : 2024. 2. 27.
○ 접수기간 : 2024. 3. 4. ~ 예산소진시 까지
○ 선정기준 : 자동차 출고·등록 순(보조금 지원가능확인 요청 순)
 - 지원 접수 순서와 상관없이 보조금 지원가능확인 요청 순으로 대상자 선정
 - 확인 요청일이 같윽을 경우 접수순으로 선정
○ 신청대상 : 신청 접수일 기준으로 90일 이전부터 연속적으로 무안군에 주소를 둔 자"
전남,함평군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","33
 (4)
 (7)
 (0)
 (4)
 (18)",33,4,7,0,4,18,"41
 (23)
 (1)
 (2)
 (0)
 (15)",41,23,1,2,0,15,0,3,"41
 (23)
 (1)
 (2)
 (0)
 (15)",41,"0
 (0)
 (6)
 (0)
 (4)
 (3)","1. 신청기간: 2024. 3. 8.(금) 09:00 ~ 예산 소진 시까지
2. 보급대수(1차): 민간 103대(승용70 / 화물33)
3. 보조금액
  - 승   용 : 최대 1,500만원/대
  - 화물차 : 최대 2,156만원/대
 * 자세한 차종별 지원단가는 공고문 참고
 4. 선정방법 : 출고·등록 순
 5. 신청절차 및 필요서류 : 공고문 참고"
전남,영광군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","80
 (41)
 (2)
 (2)
 (1)
 (34)",80,41,2,2,1,34,"89
 (49)
 (2)
 (5)
 (1)
 (32)",89,49,2,5,1,32,0,2,"89
 (49)
 (2)
 (5)
 (1)
 (32)",89,"0
 (0)
 (0)
 (0)
 (0)
 (2)","<2024년 영광군 전기자동차 보급사업(하반기)>
ㅇ보급기간: (전기승용) 2024. 7. 5.(금) ~ 예산 소진 시까지
                (전기화물) 2024. 7. 8.(월) ~ 예산 소진 시까지
ㅇ보급대수: 승용 48대(일반 47, 공공 1), 화물 47대(일반 46, 공공 1)
ㅇ선정기준: 차량 출고·등록순
ㅇ보급기준: 개인, 개인사업자 세대당 1대/법인 1대
※ 세부사항은 첨부된 공고문 참조

* 공고일 이후(2024. 7. 1.) 발급된 서류만 인정
* 신청서 접수 순대로 서류 검토하여 물량만큼 자격부여 합니다.
* 신청서류 검토 시 서류가 미비하거나 체납 있을 경우 자격번호 미부여(자격번호가 부여되어야 지원가능확인요청 가능)/다음 신청서 검토
* 차량 출고가 10일 이내 가능한 경우 신청 바랍니다.

*** 공고문 수정 : 주민등록등본(주소변동포함)으로 발급해주시고, 주소변동사항 확인 안 될 경우 초본도 첨부"
전남,장성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","75
 (8)
 (8)
 (0)
 (16)
 (43)",75,8,8,0,16,43,"13
 (3)
 (0)
 (4)
 (0)
 (6)",13,3,0,4,0,6,62,37,"13
 (3)
 (0)
 (4)
 (0)
 (6)",13,"62
 (5)
 (8)
 (0)
 (16)
 (37)",
전남,완도군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","79
 (4)
 (4)
 (0)
 (8)
 (63)",79,4,4,0,8,63,"44
 (8)
 (4)
 (4)
 (1)
 (27)",44,8,4,4,1,27,35,36,"44
 (8)
 (4)
 (4)
 (1)
 (27)",44,"35
 (0)
 (0)
 (0)
 (7)
 (36)","승용 : 42대
화물 : 42대
추경 - 승용: 37대
      - 화물 : 37대"
전남,진도군,전기화물,"*일반: 보조금 지원가능확인서 등록순
*우선: 보조금 지원가능확인서 등록순","34
 (3)
 (1)
 (0)
 (3)
 (27)",34,3,1,0,3,27,"32
 (10)
 (0)
 (1)
 (1)
 (20)",32,10,0,1,1,20,2,7,"32
 (10)
 (0)
 (1)
 (1)
 (20)",32,"2
 (0)
 (1)
 (0)
 (2)
 (7)","2024년 하반기 전기자동차 보급사업
가. 사 업 량: 승용 16대, 화물 12대
    ※ 상기 배정된 물량은 2024년 전기자동차 보조금 업무처리 지침에 따라 변경 될 수 있음
나. 접수기간: 2024. 7. 29. ~ 사업비 소진 시까지
다. 추진방법: 차량 출고·등록 순(보조금 지원가능확인요청서 등록 순)
    ※ 사업 신청서 접수 순서와 관계없음
라. 신청자격 등: 공고문 참조"
전남,신안군,전기화물,"*일반: 출고등록순
*우선: 작은섬(낙도 등) 및 도서지역 거주민","140
 (14)
 (14)
 (0)
 (28)
 (84)",140,14,14,0,28,84,"46
 (15)
 (0)
 (9)
 (0)
 (22)",46,15,0,9,0,22,94,62,"46
 (15)
 (0)
 (9)
 (0)
 (22)",46,"94
 (0)
 (14)
 (0)
 (28)
 (62)",
경북,포항시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","292
 (40)
 (28)
 (0)
 (56)
 (168)",292,40,28,0,56,168,"314
 (213)
 (7)
 (27)
 (13)
 (54)",314,213,7,27,13,54,0,114,"314
 (213)
 (7)
 (27)
 (13)
 (54)",314,"0
 (0)
 (21)
 (0)
 (43)
 (114)","접수기간 : 2024. 07. 15.(월) 09:00 ~ 2024. 12. 06. (금) 18:00
* 예산소진 시 조기마감
선정기준 : 차량 출고 등록순
보급대수 :  총 310대 (승용180대, 화물 120대, 승합 10대)
*차종별 보조금 차등지원으로 사업예산 잔액 또는 부족분 발생 시 보급대수는 조정될수 있음
*24.08.30. 까지 배정물량(택배, 중소기업, 우선순위) 미 집행 시 24.09.02.부터  일반물량에 통합하여 집행 
-----------------------------------------------------------------------------------------------------------------------
하반기 승용 일반, 택시 마감"
경북,경주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","157
 (22)
 (19)
 (0)
 (39)
 (77)",157,22,19,0,39,77,"166
 (37)
 (3)
 (21)
 (17)
 (88)",166,37,3,21,17,88,0,0,"166
 (37)
 (3)
 (21)
 (17)
 (88)",166,"0
 (0)
 (16)
 (0)
 (22)
 (0)","<2024년 경주시 전기자동차 보급사업 변경 및 추가 공고>
- 신청기간 : 2024.11.26.(화) 10:00 ~ 

 *기타 자세한 내용 공고문 참조

 *민원전화로 인해 업무처리가 지연될 수 있습니다.


 *전기화물차 경유화물차 보유여부 및 폐차이행여부 확인 후 신청부탁드립니다."
경북,김천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","380
 (30)
 (30)
 (0)
 (60)
 (260)",380,30,30,0,60,260,"78
 (46)
 (1)
 (7)
 (5)
 (19)",78,46,1,7,5,19,302,241,"78
 (46)
 (1)
 (7)
 (5)
 (19)",78,"302
 (0)
 (29)
 (0)
 (55)
 (241)","1. 사 업 명  : 2024년도 전기자동차 보급사업
2. 접수기간  : 2024. 02. 29.(목) ~ 예산 소진 시 접수마감
3. 사 업 비  : 10,866백만원(상반기 8,020백만원 / 하반기 2,846백만원)
4. 지원대수  : 약 555대(승용 250대, 화물 300대, 승합 5대)
5. 사업내용  : 개인, 법인, 공공기관, 지방공기업 등(중앙행정기관 제외)이 전기자동차 보조금 지원대상 자동차를 신규로 구매하면서 사용본거지를 김천으로 등록하는 경우 보조금 지원"
경북,안동시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","165
 (0)
 (0)
 (0)
 (0)
 (165)",165,0,0,0,0,165,"87
 (54)
 (5)
 (4)
 (6)
 (18)",87,54,5,4,6,18,78,147,"87
 (54)
 (5)
 (4)
 (6)
 (18)",87,"78
 (0)
 (0)
 (0)
 (0)
 (147)","1.지원대수:공고문 참고
2.신청기간
-상반기:2024.2.29(목)09:00~물량소진 시까지
-하반기:2024.07.01(월)09:00~예산소진 시까지
3.선정기준:차량등록순
*전화문의가 많아 업무처리가 오히려 지연되는 경우가 많습니다
*단순 접수알림,처리독촉 문의 자제
*시스템 접수순으로 처리하오니 전화로 급한 처리 요청 자제
*보조금 청구시 원본서류 제출 불필요"
경북,구미시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","369
 (0)
 (0)
 (0)
 (0)
 (369)",369,0,0,0,0,369,"190
 (128)
 (16)
 (16)
 (7)
 (23)",190,128,16,16,7,23,179,346,"190
 (128)
 (16)
 (16)
 (7)
 (23)",190,"179
 (0)
 (0)
 (0)
 (0)
 (346)","<구미시 하반기 전기차 보급사업 변경공고>

★공고문 반드시 확인 후 신청★

1. 신청기간 : 2024. 7. 1.(월) 09:00 ~ 12. 13.(금) 18:00
※ 예산소진 시 접수마감
2. 보급대수 : 590대(승용 300, 화물 290)
※ 보급대수 변동될 수 있음
3. 선정방법 : 출고등록순

★계약서에 출고예정일 필히 기재★
★지원가능확인 요청 단계에서 차량 배정 내역 등 출고예정증빙 자료 첨부★
★원본서류 제출 불요★"
경북,영주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","130
 (13)
 (13)
 (0)
 (26)
 (78)",130,13,13,0,26,78,"64
 (56)
 (2)
 (1)
 (1)
 (4)",64,56,2,1,1,4,66,74,"64
 (56)
 (2)
 (1)
 (1)
 (4)",64,"66
 (0)
 (11)
 (0)
 (25)
 (74)",
경북,영천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","250
 (25)
 (25)
 (0)
 (50)
 (150)",250,25,25,0,50,150,"94
 (69)
 (2)
 (1)
 (5)
 (17)",94,69,2,1,5,17,156,133,"94
 (69)
 (2)
 (1)
 (5)
 (17)",94,"156
 (0)
 (23)
 (0)
 (45)
 (133)","* 2024년 하반기 전기자동차 보급사업 시행 
* 접수기간 : 24. 7. 12. ~ 예산소진시
* 하반기 화물 물량 : 75대 정도
  ※ 보급대수는 보급 여건, 예산 소진 및 증감에 따라 변동될수 있음 
   
* 기타 세부사항 공고문 참고
* 시스템상 잔여대수와 실제 잔여대수는 상이할 수 있으니, 유선으로 확인 바랍니다.
* 문의처 : 환경보호과(054-330-6036)"
경북,상주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","250
 (0)
 (0)
 (0)
 (0)
 (250)",250,0,0,0,0,250,"100
 (65)
 (2)
 (2)
 (5)
 (26)",100,65,2,2,5,26,150,224,"100
 (65)
 (2)
 (2)
 (5)
 (26)",100,"150
 (0)
 (0)
 (0)
 (0)
 (224)","-2024년도 상반기 전기자동차 구매지원 사업 신청 안내-
○ 접수기간: 2024. 2. 26.(월) ~ 예산소진 시까지 
○ 지원대상: 개인, 법인, 공공기관, 지방공기업(중앙행정기관 제외) 
○ 지원대수
   - 개인, 개인사업자, 법인, 기업: 1대
   - 택시법인: 대수 및 재지원제한기간 없음 
   - 초소형(승용, 화물), 경형(화물)을 구매하는 법인: 5대
○ 보급대수: 승용차(230대), 화물차(250대)
○ 문의사항: 환경관리과(☎054-537-7355)
  ※ 자세한 사항은 시청 홈페이지(www.sangju.go.kr) 공고란 참조"
경북,문경시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","200
 (20)
 (20)
 (0)
 (20)
 (140)",200,20,20,0,20,140,"44
 (33)
 (0)
 (3)
 (1)
 (7)",44,33,0,3,1,7,156,133,"43
 (32)
 (0)
 (3)
 (1)
 (7)",43,"157
 (0)
 (20)
 (0)
 (19)
 (133)",
경북,경산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","250
 (0)
 (0)
 (0)
 (42)
 (208)",250,0,0,0,42,208,"194
 (124)
 (7)
 (9)
 (31)
 (23)",194,124,7,9,31,23,56,185,"193
 (124)
 (7)
 (9)
 (31)
 (22)",193,"57
 (0)
 (0)
 (0)
 (11)
 (186)","----------------------------------------------------------------------
*24.5.13.작성 : 전기차 의무운행기간 8년으로 변경됨. 8년 내 차량 말소시 반드시 경산시 승인필요
 -> 2022년 6월 30일 이후 경비지원을 신청하여 지원받은 전기자동차 중 그 등록이 말소되지 않은 전기자동차에 대해서도 적용함.
----------------------------------------------------------------------
*차종별 보조금액은 무공해차 통합관리시스템에서 확인가능
  - 무공해차 통합누리집 - 구매 및 지원 - 구매보조금 지급현황 - 세부차종 선택(전기승용/전기화물/전기승합) - 조회 - 지자체 차종별 보조금 선택 - 경산시 찾아서 '조회'

접수기간 2024.2.28.(수) 10시 ~ 예산소진시까지

전화문의 평일 오전9시 ~ 오후4시

*3시 50분 이후 접수서류는 다음날 처리됨
----------------------------------------------------------------------"
경북,의성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","97
 (0)
 (0)
 (0)
 (0)
 (97)",97,0,0,0,0,97,"33
 (21)
 (1)
 (2)
 (0)
 (9)",33,21,1,2,0,9,64,88,"33
 (21)
 (1)
 (2)
 (0)
 (9)",33,"64
 (0)
 (0)
 (0)
 (0)
 (88)","- (신청조건) 신청일 기준 ‘3개월 이상’의 의성군에 주소를 둔자
 - (배정물량) 
  · 승용 103대
  · 화물 88대
 - (지원금액) 승용 1,290만원, 화물 2018만원 범위내 차등지원
    ※ 차량별 보조금 상이
 - 문의처 : 의성군 환경축산과(054-830-6027)"
경북,청송군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","60
 (6)
 (12)
 (0)
 (12)
 (30)",60,6,12,0,12,30,"29
 (18)
 (0)
 (3)
 (0)
 (8)",29,18,0,3,0,8,31,22,"29
 (18)
 (0)
 (3)
 (0)
 (8)",29,"31
 (0)
 (12)
 (0)
 (12)
 (22)",
경북,영양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","15
 (2)
 (2)
 (0)
 (3)
 (8)",15,2,2,0,3,8,"6
 (4)
 (0)
 (0)
 (0)
 (2)",6,4,0,0,0,2,9,6,"6
 (4)
 (0)
 (0)
 (0)
 (2)",6,"9
 (0)
 (2)
 (0)
 (3)
 (6)",
경북,영덕군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","60
 (6)
 (6)
 (0)
 (12)
 (36)",60,6,6,0,12,36,"30
 (15)
 (2)
 (3)
 (3)
 (7)",30,15,2,3,3,7,30,29,"30
 (15)
 (2)
 (3)
 (3)
 (7)",30,"30
 (0)
 (4)
 (0)
 (9)
 (29)",
경북,청도군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","75
 (8)
 (8)
 (0)
 (15)
 (44)",75,8,8,0,15,44,"44
 (28)
 (0)
 (1)
 (0)
 (15)",44,28,0,1,0,15,31,29,"44
 (28)
 (0)
 (1)
 (0)
 (15)",44,"31
 (0)
 (8)
 (0)
 (15)
 (29)",
경북,고령군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","118
 (9)
 (2)
 (0)
 (1)
 (106)",118,9,2,0,1,106,"32
 (20)
 (2)
 (0)
 (3)
 (7)",32,20,2,0,3,7,86,99,"32
 (20)
 (2)
 (0)
 (3)
 (7)",32,"86
 (0)
 (0)
 (0)
 (0)
 (99)","○ 접수기간 : (1차) 2024. 2. 27.(화) ~ 예산소진 시까지 / (2차) 2024. 7. 1.(월) ~ 2024. 12. 13.(금) (예산 소진 시 조기마감)
※ 2024. 12. 13.(금) 18:00까지 지급신청 가능한 차량만 신청하시기 바랍니다.
※ 2024. 12. 16.(월) 18:00까지 원본서류 군청 제출해야하며, 위 기간 초과 시 차량이 출고하였더라도 보조금 지급 불가함을 안내드립니다.
○ 지원대수 : 195대(승용 65대, 화물 130대)
○ 차종별 지원금액 : 무공해차 통합관리시스템 > 구매보조금 지급현황 > 차종별 보조금 > '고령군' 조회"
경북,성주군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","250
 (18)
 (18)
 (0)
 (36)
 (178)",250,18,18,0,36,178,"107
 (48)
 (2)
 (3)
 (1)
 (53)",107,48,2,3,1,53,143,125,"107
 (48)
 (2)
 (3)
 (1)
 (53)",107,"143
 (0)
 (16)
 (0)
 (35)
 (125)","지원신청은 2024. 12. 12까지 하시고  보조금 청구는  2024. 12. 19까지 하시기 바랍니다. 

보조금 지원신청시 원본 서류를 제출하지 않아도 됩니다.

전기자동차 안전수칙 동의서도 제출해 주세요"
